record_date,workshop_code,output_qty,output_unit
2024-04-08,W06,273.642,台
2024-04-08,W07,494.818,吨蒸汽
2024-04-08,W08,8568.683,件
2024-04-09,W01,278.597,吨
2024-04-09,W02,319.64,吨
2024-04-09,W03,100.246,吨
2024-04-09,W04,3982.255,件
2024-04-09,W05,6587.704,平方米
2024-04-09,W06,264.2,台
2024-04-09,W07,557.923,吨蒸汽
2024-04-09,W08,10061.931,件
2024-04-10,W01,278.988,吨
2024-04-10,W02,327.612,吨
2024-04-10,W03,101.102,吨
2024-04-10,W04,4299.485,件
2024-04-10,W05,7457.05,平方米
2024-04-10,W06,269.457,台
2024-04-10,W07,454.735,吨蒸汽
2024-04-10,W08,10650.944,件
2024-04-11,W01,251.935,吨
2024-04-11,W02,320.837,吨
2024-04-11,W03,96.681,吨
2024-04-11,W04,3947.642,件
2024-04-11,W05,6591.726,平方米
2024-04-11,W06,255.62,台
2024-04-11,W07,512.614,吨蒸汽
2024-04-11,W08,10610.671,件
2024-04-12,W01,256.469,吨
2024-04-12,W02,331.469,吨
2024-04-12,W03,94.581,吨
2024-04-12,W04,4369.676,件
2024-04-12,W05,6419.516,平方米
2024-04-12,W06,280.44,台
2024-04-12,W07,542.935,吨蒸汽
2024-04-12,W08,8789.213,件
2024-04-13,W01,247.184,吨
2024-04-13,W02,339.333,吨
2024-04-13,W03,95.835,吨
2024-04-13,W04,2846.966,件
2024-04-13,W05,4436.732,平方米
2024-04-13,W06,162.527,台
2024-04-13,W07,480.743,吨蒸汽
2024-04-13,W08,6414.553,件
2024-04-14,W01,257.634,吨
2024-04-14,W02,299.304,吨
2024-04-14,W03,91.688,吨
2024-04-14,W04,848.845,件
2024-04-14,W05,1359.939,平方米
2024-04-14,W06,49.734,台
2024-04-14,W07,491.308,吨蒸汽
2024-04-14,W08,1859.909,件
2024-04-15,W01,248.239,吨
2024-04-15,W02,332.402,吨
2024-04-15,W03,94.4,吨
2024-04-15,W04,4307.962,件
2024-04-15,W05,7028.937,平方米
2024-04-15,W06,258.225,台
2024-04-15,W07,473.995,吨蒸汽
2024-04-15,W08,9304.193,件
2024-04-16,W01,254.863,吨
2024-04-16,W02,334.496,吨
2024-04-16,W03,93.576,吨
2024-04-16,W04,4142.163,件
2024-04-16,W05,7054.303,平方米
2024-04-16,W06,266.829,台
2024-04-16,W07,580.428,吨蒸汽
2024-04-16,W08,10309.723,件
2024-04-17,W01,278.407,吨
2024-04-17,W02,314.795,吨
2024-04-17,W03,88.799,吨
2024-04-17,W04,4252.194,件
2024-04-17,W05,7551.061,平方米
2024-04-17,W06,253.249,台
2024-04-17,W07,553.624,吨蒸汽
2024-04-17,W08,9471.918,件
2024-04-18,W01,229.95,吨
2024-04-18,W02,325.497,吨
2024-04-18,W03,103.089,吨
2024-04-18,W04,4228.603,件
2024-04-18,W05,6845.511,平方米
2024-04-18,W06,290.654,台
2024-04-18,W07,512.488,吨蒸汽
2024-04-18,W08,10597.236,件
2024-04-19,W01,271.821,吨
2024-04-19,W02,311.817,吨
2024-04-19,W03,88.972,吨
2024-04-19,W04,4201.72,件
2024-04-19,W05,6475.25,平方米
2024-04-19,W06,268.453,台
2024-04-19,W07,565.961,吨蒸汽
2024-04-19,W08,8849.666,件
2024-04-20,W01,255.715,吨
2024-04-20,W02,338.765,吨
2024-04-20,W03,97.606,吨
2024-04-20,W04,2394.976,件
2024-04-20,W05,4434.706,平方米
2024-04-20,W06,156.543,台
2024-04-20,W07,522.993,吨蒸汽
2024-04-20,W08,5827.181,件
2024-04-21,W01,263.47,吨
2024-04-21,W02,320.384,吨
2024-04-21,W03,85.334,吨
2024-04-21,W04,931.014,件
2024-04-21,W05,1398.567,平方米
2024-04-21,W06,53.224,台
2024-04-21,W07,461.935,吨蒸汽
2024-04-21,W08,2040.432,件
2024-04-22,W01,275.567,吨
2024-04-22,W02,312.763,吨
2024-04-22,W03,99.482,吨
2024-04-22,W04,4453.642,件
2024-04-22,W05,6492.225,平方米
2024-04-22,W06,270.473,台
2024-04-22,W07,552.536,吨蒸汽
2024-04-22,W08,9915.325,件
2024-04-23,W01,256.152,吨
2024-04-23,W02,313.457,吨
2024-04-23,W03,95.816,吨
2024-04-23,W04,4020.656,件
2024-04-23,W05,6572.684,平方米
2024-04-23,W06,274.391,台
2024-04-23,W07,536.083,吨蒸汽
2024-04-23,W08,9709.499,件
2024-04-24,W01,276.646,吨
2024-04-24,W02,322.665,吨
2024-04-24,W03,93.54,吨
2024-04-24,W04,4236.733,件
2024-04-24,W05,6560.625,平方米
2024-04-24,W06,254.632,台
2024-04-24,W07,550.537,吨蒸汽
2024-04-24,W08,10235.975,件
2024-04-25,W01,263.888,吨
2024-04-25,W02,345.097,吨
2024-04-25,W03,96.072,吨
2024-04-25,W04,3792.469,件
2024-04-25,W05,6987.44,平方米
2024-04-25,W06,242.606,台
2024-04-25,W07,533.847,吨蒸汽
2024-04-25,W08,9911.848,件
2024-04-26,W01,238.937,吨
2024-04-26,W02,313.544,吨
2024-04-26,W03,91.891,吨
2024-04-26,W04,4438.749,件
2024-04-26,W05,6920.2,平方米
2024-04-26,W06,259.561,台
2024-04-26,W07,481.589,吨蒸汽
2024-04-26,W08,8810.423,件
2024-04-27,W01,260.677,吨
2024-04-27,W02,335.257,吨
2024-04-27,W03,96.305,吨
2024-04-27,W04,2508.58,件
2024-04-27,W05,4442.971,平方米
2024-04-27,W06,148.973,台
2024-04-27,W07,531.516,吨蒸汽
2024-04-27,W08,6076.368,件
2024-04-28,W01,265.58,吨
2024-04-28,W02,295.857,吨
2024-04-28,W03,95.28,吨
2024-04-28,W04,885.32,件
2024-04-28,W05,1391.779,平方米
2024-04-28,W06,52.309,台
2024-04-28,W07,505.45,吨蒸汽
2024-04-28,W08,1956.429,件
2024-04-29,W01,249.839,吨
2024-04-29,W02,338.376,吨
2024-04-29,W03,96.814,吨
2024-04-29,W04,4068.186,件
2024-04-29,W05,6977.18,平方米
2024-04-29,W06,281.338,台
2024-04-29,W07,522.2,吨蒸汽
2024-04-29,W08,9570.057,件
2024-04-30,W01,244.406,吨
2024-04-30,W02,304.03,吨
2024-04-30,W03,95.81,吨
2024-04-30,W04,4277.664,件
2024-04-30,W05,6873.623,平方米
2024-04-30,W06,261.465,台
2024-04-30,W07,509.122,吨蒸汽
2024-04-30,W08,10142.383,件
2024-05-01,W01,234.807,吨
2024-05-01,W02,305.216,吨
2024-05-01,W03,87.157,吨
2024-05-01,W04,267.787,件
2024-05-01,W05,399.212,平方米
2024-05-01,W06,16.464,台
2024-05-01,W07,512.289,吨蒸汽
2024-05-01,W08,582.219,件
2024-05-02,W01,202.822,吨
2024-05-02,W02,297.677,吨
2024-05-02,W03,90.458,吨
2024-05-02,W04,275.306,件
2024-05-02,W05,424.539,平方米
2024-05-02,W06,16.47,台
2024-05-02,W07,483.778,吨蒸汽
2024-05-02,W08,549.111,件
2024-05-03,W01,239.802,吨
2024-05-03,W02,294.587,吨
2024-05-03,W03,86.782,吨
2024-05-03,W04,257.427,件
2024-05-03,W05,386.79,平方米
2024-05-03,W06,16.928,台
2024-05-03,W07,505.472,吨蒸汽
2024-05-03,W08,602.034,件
2024-05-04,W01,225.835,吨
2024-05-04,W02,272.695,吨
2024-05-04,W03,84.567,吨
2024-05-04,W04,235.584,件
2024-05-04,W05,429.219,平方米
2024-05-04,W06,15.921,台
2024-05-04,W07,445.934,吨蒸汽
2024-05-04,W08,624.169,件
2024-05-05,W01,254.545,吨
2024-05-05,W02,322.065,吨
2024-05-05,W03,93.43,吨
2024-05-05,W04,267.082,件
2024-05-05,W05,398.317,平方米
2024-05-05,W06,17.083,台
2024-05-05,W07,510.576,吨蒸汽
2024-05-05,W08,625.601,件
2024-05-06,W01,245.72,吨
2024-05-06,W02,350.267,吨
2024-05-06,W03,98.358,吨
2024-05-06,W04,4258.465,件
2024-05-06,W05,6881.481,平方米
2024-05-06,W06,256.804,台
2024-05-06,W07,566.95,吨蒸汽
2024-05-06,W08,10265.661,件
2024-05-07,W01,248.337,吨
2024-05-07,W02,310.007,吨
2024-05-07,W03,89.208,吨
2024-05-07,W04,4802.173,件
2024-05-07,W05,6419.541,平方米
2024-05-07,W06,246.164,台
2024-05-07,W07,600.705,吨蒸汽
2024-05-07,W08,10171.17,件
2024-05-08,W01,285.846,吨
2024-05-08,W02,338.611,吨
2024-05-08,W03,99.976,吨
2024-05-08,W04,4376.547,件
2024-05-08,W05,7068.244,平方米
2024-05-08,W06,270.044,台
2024-05-08,W07,498.703,吨蒸汽
2024-05-08,W08,11098.197,件
2024-05-09,W01,245.945,吨
2024-05-09,W02,361.072,吨
2024-05-09,W03,99.108,吨
2024-05-09,W04,4006.908,件
2024-05-09,W05,7608.343,平方米
2024-05-09,W06,265.868,台
2024-05-09,W07,481.69,吨蒸汽
2024-05-09,W08,8926.205,件
2024-05-10,W01,251.528,吨
2024-05-10,W02,285.638,吨
2024-05-10,W03,89.602,吨
2024-05-10,W04,4335.308,件
2024-05-10,W05,7027.848,平方米
2024-05-10,W06,269.081,台
2024-05-10,W07,528.125,吨蒸汽
2024-05-10,W08,10978.131,件
2024-05-11,W01,249.286,吨
2024-05-11,W02,303.604,吨
2024-05-11,W03,92.822,吨
2024-05-11,W04,2675.948,件
2024-05-11,W05,3986.53,平方米
2024-05-11,W06,155.897,台
2024-05-11,W07,544.056,吨蒸汽
2024-05-11,W08,6118.811,件
2024-05-12,W01,255.348,吨
2024-05-12,W02,298.426,吨
2024-05-12,W03,97.535,吨
2024-05-12,W04,899.546,件
2024-05-12,W05,1392.516,平方米
2024-05-12,W06,55.43,台
2024-05-12,W07,426.565,吨蒸汽
2024-05-12,W08,1934.986,件
2024-05-13,W01,269.876,吨
2024-05-13,W02,347.538,吨
2024-05-13,W03,94.569,吨
2024-05-13,W04,4270.792,件
2024-05-13,W05,7530.335,平方米
2024-05-13,W06,257.829,台
2024-05-13,W07,557.442,吨蒸汽
2024-05-13,W08,9913.641,件
2024-05-14,W01,265.372,吨
2024-05-14,W02,350.84,吨
2024-05-14,W03,95.489,吨
2024-05-14,W04,4070.128,件
2024-05-14,W05,7492.989,平方米
2024-05-14,W06,236.587,台
2024-05-14,W07,520.437,吨蒸汽
2024-05-14,W08,9486.374,件
2024-05-15,W01,274.075,吨
2024-05-15,W02,327.746,吨
2024-05-15,W03,97.35,吨
2024-05-15,W04,3902.788,件
2024-05-15,W05,6648.152,平方米
2024-05-15,W06,269.092,台
2024-05-15,W07,539.525,吨蒸汽
2024-05-15,W08,10064.142,件
2024-05-16,W01,265.661,吨
2024-05-16,W02,334.133,吨
2024-05-16,W03,97.176,吨
2024-05-16,W04,4676.469,件
2024-05-16,W05,7387.418,平方米
2024-05-16,W06,275.472,台
2024-05-16,W07,556.491,吨蒸汽
2024-05-16,W08,10282.763,件
2024-05-17,W01,268.066,吨
2024-05-17,W02,331.501,吨
2024-05-17,W03,98.82,吨
2024-05-17,W04,4241.68,件
2024-05-17,W05,7114.775,平方米
2024-05-17,W06,271.511,台
2024-05-17,W07,584.515,吨蒸汽
2024-05-17,W08,9573.572,件
2024-05-18,W01,257.195,吨
2024-05-18,W02,310.655,吨
2024-05-18,W03,96.648,吨
2024-05-18,W04,2752.804,件
2024-05-18,W05,4394.041,平方米
2024-05-18,W06,153.399,台
2024-05-18,W07,548.523,吨蒸汽
2024-05-18,W08,6198.998,件
2024-05-19,W01,257.937,吨
2024-05-19,W02,315.181,吨
2024-05-19,W03,90.273,吨
2024-05-19,W04,856.68,件
2024-05-19,W05,1439.618,平方米
2024-05-19,W06,55.372,台
2024-05-19,W07,501.739,吨蒸汽
2024-05-19,W08,2039.354,件
2024-05-20,W01,247.549,吨
2024-05-20,W02,298.896,吨
2024-05-20,W03,100.246,吨
2024-05-20,W04,4371.105,件
2024-05-20,W05,7323.362,平方米
2024-05-20,W06,268.323,台
2024-05-20,W07,530.436,吨蒸汽
2024-05-20,W08,9564.274,件
2024-05-21,W01,265.508,吨
2024-05-21,W02,297.797,吨
2024-05-21,W03,85.465,吨
2024-05-21,W04,4194.789,件
2024-05-21,W05,6789.138,平方米
2024-05-21,W06,290.079,台
2024-05-21,W07,535.648,吨蒸汽
2024-05-21,W08,9685.351,件
2024-05-22,W01,264.326,吨
2024-05-22,W02,317.148,吨
2024-05-22,W03,104.043,吨
2024-05-22,W04,4402.593,件
2024-05-22,W05,6430.392,平方米
2024-05-22,W06,260.194,台
2024-05-22,W07,534.816,吨蒸汽
2024-05-22,W08,9347.267,件
2024-05-23,W01,255.474,吨
2024-05-23,W02,306.173,吨
2024-05-23,W03,92.8,吨
2024-05-23,W04,4524.01,件
2024-05-23,W05,6719.773,平方米
2024-05-23,W06,223.405,台
2024-05-23,W07,510.84,吨蒸汽
2024-05-23,W08,10006.562,件
2024-05-24,W01,214.549,吨
2024-05-24,W02,297.52,吨
2024-05-24,W03,100.342,吨
2024-05-24,W04,4169.048,件
2024-05-24,W05,7277.284,平方米
2024-05-24,W06,285.683,台
2024-05-24,W07,558.945,吨蒸汽
2024-05-24,W08,10189.114,件
2024-05-25,W01,271.781,吨
2024-05-25,W02,337.69,吨
2024-05-25,W03,96.304,吨
2024-05-25,W04,2736.22,件
2024-05-25,W05,4160.796,平方米
2024-05-25,W06,163.182,台
2024-05-25,W07,557.414,吨蒸汽
2024-05-25,W08,6528.093,件
2024-05-26,W01,249.611,吨
2024-05-26,W02,344.658,吨
2024-05-26,W03,88.498,吨
2024-05-26,W04,858.36,件
2024-05-26,W05,1380.411,平方米
2024-05-26,W06,52.161,台
2024-05-26,W07,515.603,吨蒸汽
2024-05-26,W08,2154.973,件
2024-05-27,W01,298.528,吨
2024-05-27,W02,333.335,吨
2024-05-27,W03,94.468,吨
2024-05-27,W04,4636.773,件
2024-05-27,W05,6544.297,平方米
2024-05-27,W06,269.737,台
2024-05-27,W07,535.859,吨蒸汽
2024-05-27,W08,9608.529,件
2024-05-28,W01,274.262,吨
2024-05-28,W02,314.578,吨
2024-05-28,W03,89.973,吨
2024-05-28,W04,4210.325,件
2024-05-28,W05,6918.7,平方米
2024-05-28,W06,275.02,台
2024-05-28,W07,588.508,吨蒸汽
2024-05-28,W08,10085.266,件
2024-05-29,W01,269.706,吨
2024-05-29,W02,347.139,吨
2024-05-29,W03,102.996,吨
2024-05-29,W04,4533.253,件
2024-05-29,W05,6514.388,平方米
2024-05-29,W06,257.791,台
2024-05-29,W07,483.717,吨蒸汽
2024-05-29,W08,9008.918,件
2024-05-30,W01,284.907,吨
2024-05-30,W02,308.693,吨
2024-05-30,W03,95.754,吨
2024-05-30,W04,4280.639,件
2024-05-30,W05,6469.521,平方米
2024-05-30,W06,272.648,台
2024-05-30,W07,530.711,吨蒸汽
2024-05-30,W08,10997.282,件
2024-05-31,W01,237.48,吨
2024-05-31,W02,337.07,吨
2024-05-31,W03,93.987,吨
2024-05-31,W04,4522.16,件
2024-05-31,W05,6409.737,平方米
2024-05-31,W06,257.485,台
2024-05-31,W07,561.052,吨蒸汽
2024-05-31,W08,9983.163,件
2024-06-01,W01,270.941,吨
2024-06-01,W02,332.729,吨
2024-06-01,W03,100.895,吨
2024-06-01,W04,2896.496,件
2024-06-01,W05,3974.385,平方米
2024-06-01,W06,157.17,台
2024-06-01,W07,519.51,吨蒸汽
2024-06-01,W08,6265.16,件
2024-06-02,W01,263.736,吨
2024-06-02,W02,289.48,吨
2024-06-02,W03,80.376,吨
2024-06-02,W04,918.776,件
2024-06-02,W05,1411.237,平方米
2024-06-02,W06,54.272,台
2024-06-02,W07,476.354,吨蒸汽
2024-06-02,W08,2028.342,件
2024-06-03,W01,279.882,吨
2024-06-03,W02,356.948,吨
2024-06-03,W03,96.18,吨
2024-06-03,W04,4248.922,件
2024-06-03,W05,5942.249,平方米
2024-06-03,W06,286.043,台
2024-06-03,W07,583.649,吨蒸汽
2024-06-03,W08,10408.63,件
2024-06-04,W01,257.17,吨
2024-06-04,W02,338.693,吨
2024-06-04,W03,105.468,吨
2024-06-04,W04,4190.366,件
2024-06-04,W05,7559.525,平方米
2024-06-04,W06,255.557,台
2024-06-04,W07,552.261,吨蒸汽
2024-06-04,W08,10443.146,件
2024-06-05,W01,262.828,吨
2024-06-05,W02,324.303,吨
2024-06-05,W03,95.431,吨
2024-06-05,W04,4523.055,件
2024-06-05,W05,7114.41,平方米
2024-06-05,W06,253.097,台
2024-06-05,W07,493.514,吨蒸汽
2024-06-05,W08,9854.732,件
2024-06-06,W01,258.18,吨
2024-06-06,W02,347.062,吨
2024-06-06,W03,95.892,吨
2024-06-06,W04,4345.517,件
2024-06-06,W05,7319.055,平方米
2024-06-06,W06,260.781,台
2024-06-06,W07,487.003,吨蒸汽
2024-06-06,W08,10327.601,件
2024-06-07,W01,240.589,吨
2024-06-07,W02,330.348,吨
2024-06-07,W03,100.483,吨
2024-06-07,W04,4236.755,件
2024-06-07,W05,7120.666,平方米
2024-06-07,W06,262.853,台
2024-06-07,W07,546.037,吨蒸汽
2024-06-07,W08,10101.906,件
2024-06-08,W01,251.004,吨
2024-06-08,W02,295.681,吨
2024-06-08,W03,90.555,吨
2024-06-08,W04,271.8,件
2024-06-08,W05,453.088,平方米
2024-06-08,W06,13.858,台
2024-06-08,W07,497.771,吨蒸汽
2024-06-08,W08,555.47,件
2024-06-09,W01,236.516,吨
2024-06-09,W02,293.317,吨
2024-06-09,W03,82.889,吨
2024-06-09,W04,243.345,件
2024-06-09,W05,415.823,平方米
2024-06-09,W06,14.673,台
2024-06-09,W07,471.201,吨蒸汽
2024-06-09,W08,551.714,件
2024-06-10,W01,236.972,吨
2024-06-10,W02,275.556,吨
2024-06-10,W03,95.058,吨
2024-06-10,W04,282.785,件
2024-06-10,W05,430.936,平方米
2024-06-10,W06,15.933,台
2024-06-10,W07,445.694,吨蒸汽
2024-06-10,W08,558.655,件
2024-06-11,W01,261.182,吨
2024-06-11,W02,289.156,吨
2024-06-11,W03,95.906,吨
2024-06-11,W04,4581.497,件
2024-06-11,W05,6571.418,平方米
2024-06-11,W06,242.703,台
2024-06-11,W07,537.939,吨蒸汽
2024-06-11,W08,10032.445,件
2024-06-12,W01,291.275,吨
2024-06-12,W02,326.002,吨
2024-06-12,W03,104.336,吨
2024-06-12,W04,4217.032,件
2024-06-12,W05,6930.88,平方米
2024-06-12,W06,249.421,台
2024-06-12,W07,533.99,吨蒸汽
2024-06-12,W08,10082.624,件
2024-06-13,W01,257.759,吨
2024-06-13,W02,355.413,吨
2024-06-13,W03,99.584,吨
2024-06-13,W04,4718.884,件
2024-06-13,W05,6819.708,平方米
2024-06-13,W06,259.762,台
2024-06-13,W07,554.427,吨蒸汽
2024-06-13,W08,10882.35,件
2024-06-14,W01,264.088,吨
2024-06-14,W02,338.67,吨
2024-06-14,W03,96.069,吨
2024-06-14,W04,4580.858,件
2024-06-14,W05,7327.758,平方米
2024-06-14,W06,280.049,台
2024-06-14,W07,516.413,吨蒸汽
2024-06-14,W08,10284.335,件
2024-06-15,W01,250.191,吨
2024-06-15,W02,304.962,吨
2024-06-15,W03,103.401,吨
2024-06-15,W04,2692.376,件
2024-06-15,W05,4145.934,平方米
2024-06-15,W06,182.105,台
2024-06-15,W07,539.487,吨蒸汽
2024-06-15,W08,6155.876,件
2024-06-16,W01,227.087,吨
2024-06-16,W02,350.033,吨
2024-06-16,W03,87.991,吨
2024-06-16,W04,863.387,件
2024-06-16,W05,1383.37,平方米
2024-06-16,W06,57.089,台
2024-06-16,W07,512.214,吨蒸汽
2024-06-16,W08,2000.517,件
2024-06-17,W01,260.9,吨
2024-06-17,W02,318.287,吨
2024-06-17,W03,96.605,吨
2024-06-17,W04,4634.535,件
2024-06-17,W05,7146.1,平方米
2024-06-17,W06,274.277,台
2024-06-17,W07,572.377,吨蒸汽
2024-06-17,W08,9994.174,件
2024-06-18,W01,282.932,吨
2024-06-18,W02,305.349,吨
2024-06-18,W03,105.854,吨
2024-06-18,W04,4128.406,件
2024-06-18,W05,7540.497,平方米
2024-06-18,W06,276.021,台
2024-06-18,W07,549.117,吨蒸汽
2024-06-18,W08,10195.018,件
2024-06-19,W01,258.509,吨
2024-06-19,W02,329.415,吨
2024-06-19,W03,96.95,吨
2024-06-19,W04,4158.617,件
2024-06-19,W05,7744.245,平方米
2024-06-19,W06,272.559,台
2024-06-19,W07,527.575,吨蒸汽
2024-06-19,W08,9585.572,件
2024-06-20,W01,258.025,吨
2024-06-20,W02,324.585,吨
2024-06-20,W03,91.024,吨
2024-06-20,W04,4485.165,件
2024-06-20,W05,7008.68,平方米
2024-06-20,W06,253.054,台
2024-06-20,W07,542.006,吨蒸汽
2024-06-20,W08,9532.961,件
2024-06-21,W01,272.344,吨
2024-06-21,W02,323.426,吨
2024-06-21,W03,95.818,吨
2024-06-21,W04,4326.646,件
2024-06-21,W05,6691.68,平方米
2024-06-21,W06,247.443,台
2024-06-21,W07,503.768,吨蒸汽
2024-06-21,W08,10435.569,件
2024-06-22,W01,263.136,吨
2024-06-22,W02,305.752,吨
2024-06-22,W03,98.599,吨
2024-06-22,W04,2770.73,件
2024-06-22,W05,4733.496,平方米
2024-06-22,W06,184.156,台
2024-06-22,W07,589.698,吨蒸汽
2024-06-22,W08,6159.962,件
2024-06-23,W01,255.712,吨
2024-06-23,W02,303.338,吨
2024-06-23,W03,95.021,吨
2024-06-23,W04,883.58,件
2024-06-23,W05,1390.53,平方米
2024-06-23,W06,56.81,台
2024-06-23,W07,476.022,吨蒸汽
2024-06-23,W08,2093.395,件
2024-06-24,W01,247.843,吨
2024-06-24,W02,335.921,吨
2024-06-24,W03,103.556,吨
2024-06-24,W04,4559.554,件
2024-06-24,W05,6905.235,平方米
2024-06-24,W06,252.178,台
2024-06-24,W07,491.154,吨蒸汽
2024-06-24,W08,9359.242,件
2024-06-25,W01,282.706,吨
2024-06-25,W02,335.692,吨
2024-06-25,W03,99.551,吨
2024-06-25,W04,4272.698,件
2024-06-25,W05,7457.798,平方米
2024-06-25,W06,272.234,台
2024-06-25,W07,594.108,吨蒸汽
2024-06-25,W08,10496.134,件
2024-06-26,W01,259.364,吨
2024-06-26,W02,309.519,吨
2024-06-26,W03,90.289,吨
2024-06-26,W04,4020.531,件
2024-06-26,W05,6653.798,平方米
2024-06-26,W06,264.136,台
2024-06-26,W07,554.282,吨蒸汽
2024-06-26,W08,10289.177,件
2024-06-27,W01,256.838,吨
2024-06-27,W02,331.238,吨
2024-06-27,W03,89.434,吨
2024-06-27,W04,3755.975,件
2024-06-27,W05,7407.404,平方米
2024-06-27,W06,237.099,台
2024-06-27,W07,490.013,吨蒸汽
2024-06-27,W08,9568.767,件
2024-06-28,W01,238.776,吨
2024-06-28,W02,324.692,吨
2024-06-28,W03,87.655,吨
2024-06-28,W04,4319.9,件
2024-06-28,W05,6167.886,平方米
2024-06-28,W06,253.204,台
2024-06-28,W07,541.491,吨蒸汽
2024-06-28,W08,10274.412,件
2024-06-29,W01,245.334,吨
2024-06-29,W02,331.424,吨
2024-06-29,W03,89.052,吨
2024-06-29,W04,2592.809,件
2024-06-29,W05,4261.757,平方米
2024-06-29,W06,177.03,台
2024-06-29,W07,531.227,吨蒸汽
2024-06-29,W08,6580.698,件
2024-06-30,W01,264.492,吨
2024-06-30,W02,303.057,吨
2024-06-30,W03,99.326,吨
2024-06-30,W04,867.272,件
2024-06-30,W05,1418.145,平方米
2024-06-30,W06,50.639,台
2024-06-30,W07,513.493,吨蒸汽
2024-06-30,W08,2150.98,件
2024-07-01,W01,280.211,吨
2024-07-01,W02,325.936,吨
2024-07-01,W03,95.389,吨
2024-07-01,W04,4210.532,件
2024-07-01,W05,7809.224,平方米
2024-07-01,W06,259.589,台
2024-07-01,W07,567.639,吨蒸汽
2024-07-01,W08,11868.418,件
2024-07-02,W01,274.183,吨
2024-07-02,W02,330.962,吨
2024-07-02,W03,91.715,吨
2024-07-02,W04,3938.73,件
2024-07-02,W05,7106.163,平方米
2024-07-02,W06,276.66,台
2024-07-02,W07,523.607,吨蒸汽
2024-07-02,W08,10113.495,件
2024-07-03,W01,292.693,吨
2024-07-03,W02,316.185,吨
2024-07-03,W03,91.091,吨
2024-07-03,W04,3751.88,件
2024-07-03,W05,6721.462,平方米
2024-07-03,W06,298.901,台
2024-07-03,W07,542.654,吨蒸汽
2024-07-03,W08,9445.031,件
2024-07-04,W01,263.748,吨
2024-07-04,W02,353.148,吨
2024-07-04,W03,94.732,吨
2024-07-04,W04,4072.964,件
2024-07-04,W05,8055.151,平方米
2024-07-04,W06,294.332,台
2024-07-04,W07,494.471,吨蒸汽
2024-07-04,W08,9833.274,件
2024-07-05,W01,264.246,吨
2024-07-05,W02,307.404,吨
2024-07-05,W03,95.012,吨
2024-07-05,W04,4336.679,件
2024-07-05,W05,6803.938,平方米
2024-07-05,W06,268.723,台
2024-07-05,W07,518.487,吨蒸汽
2024-07-05,W08,10190.046,件
2024-07-06,W01,272.347,吨
2024-07-06,W02,328.62,吨
2024-07-06,W03,102.621,吨
2024-07-06,W04,2673.269,件
2024-07-06,W05,4129.288,平方米
2024-07-06,W06,148.887,台
2024-07-06,W07,554.718,吨蒸汽
2024-07-06,W08,6157.739,件
2024-07-07,W01,255.976,吨
2024-07-07,W02,302.61,吨
2024-07-07,W03,94.791,吨
2024-07-07,W04,833.223,件
2024-07-07,W05,1427.659,平方米
2024-07-07,W06,54.568,台
2024-07-07,W07,527.106,吨蒸汽
2024-07-07,W08,1948.677,件
2024-07-08,W01,245.751,吨
2024-07-08,W02,316.157,吨
2024-07-08,W03,90.998,吨
2024-07-08,W04,4730.623,件
2024-07-08,W05,6958.001,平方米
2024-07-08,W06,272.392,台
2024-07-08,W07,575.809,吨蒸汽
2024-07-08,W08,8820.894,件
2024-07-09,W01,291.858,吨
2024-07-09,W02,329.584,吨
2024-07-09,W03,95.461,吨
2024-07-09,W04,4334.811,件
2024-07-09,W05,7107.447,平方米
2024-07-09,W06,274.259,台
2024-07-09,W07,465.633,吨蒸汽
2024-07-09,W08,10192.563,件
2024-07-10,W01,271.489,吨
2024-07-10,W02,331.449,吨
2024-07-10,W03,92.372,吨
2024-07-10,W04,4158.251,件
2024-07-10,W05,7318.155,平方米
2024-07-10,W06,253.293,台
2024-07-10,W07,532.957,吨蒸汽
2024-07-10,W08,10165.763,件
2024-07-11,W01,269.302,吨
2024-07-11,W02,354.513,吨
2024-07-11,W03,95.275,吨
2024-07-11,W04,4216.862,件
2024-07-11,W05,7697.408,平方米
2024-07-11,W06,266.023,台
2024-07-11,W07,542.046,吨蒸汽
2024-07-11,W08,10812.862,件
2024-07-12,W01,268.238,吨
2024-07-12,W02,341.067,吨
2024-07-12,W03,105.108,吨
2024-07-12,W04,4257.713,件
2024-07-12,W05,7207.854,平方米
2024-07-12,W06,275.08,台
2024-07-12,W07,554.437,吨蒸汽
2024-07-12,W08,9298.778,件
2024-07-13,W01,261.393,吨
2024-07-13,W02,326.055,吨
2024-07-13,W03,95.015,吨
2024-07-13,W04,2609.127,件
2024-07-13,W05,4167.267,平方米
2024-07-13,W06,185.066,台
2024-07-13,W07,514.754,吨蒸汽
2024-07-13,W08,5814.358,件
2024-07-14,W01,253.15,吨
2024-07-14,W02,312.584,吨
2024-07-14,W03,83.593,吨
2024-07-14,W04,877.816,件
2024-07-14,W05,1492.968,平方米
2024-07-14,W06,56.833,台
2024-07-14,W07,522.009,吨蒸汽
2024-07-14,W08,1905.672,件
2024-07-15,W01,271.619,吨
2024-07-15,W02,324.125,吨
2024-07-15,W03,95.478,吨
2024-07-15,W04,4253.056,件
2024-07-15,W05,6996.002,平方米
2024-07-15,W06,267.414,台
2024-07-15,W07,562.415,吨蒸汽
2024-07-15,W08,10762.227,件
2024-07-16,W01,242.813,吨
2024-07-16,W02,340.428,吨
