record_date,workshop_code,energy_code,consumption,unit,unit_price,cost,record_status,avg_temperature,data_source,is_production_day
2024-06-12,W03,E02,6469.311,m³,3.4449,22285.94,正常,27.81,MES,1
2024-12-19,W01,E05,3790.833,m³,0.2756,1044.79,正常,-1.58,MES,1
2025-08-10,W07,E06,179.361,kg,7.9119,1419.08,正常,28.53,MES,1
2024-09-26,W03,E03,28.463,t,218.6801,6224.37,正常,19.9,MES,1
2024-07-13,W06,E05,3046.459,m³,0.2793,850.94,低负荷,25.91,MES,1
2025-03-18,W08,E01,5263.71,kWh,0.6894,3629.03,正常,9.96,MES,1
2025-11-25,W03,E01,25998.484,kWh,0.6747,17540.79,正常,2.72,MES,1
2025-12-15,W02,E01,43722.567,kWh,0.6805,29754.1,正常,-2.22,MES,1
2024-02-26,W08,E01,5719.608,kWh,0.6878,3934.2,正常,2.6,MES,1
2025-05-01,W03,E03,24.517,t,224.6213,5507.1,正常,21.33,MES,1
2025-02-18,W01,E04,288.947,m³,4.219,1219.06,正常,1.59,MES,1
2024-10-03,W03,E01,23595.653,kWh,0.6891,16259.89,正常,15.39,MES,1
2024-08-19,W01,E02,6927.016,m³,3.4056,23590.81,正常,26.35,MES,1
2024-02-16,W01,E04,238.546,m³,4.1295,985.07,正常,-1.73,MES,1
2025-11-23,W04,E04,20.214,m³,4.0409,81.68,低负荷,1.52,MES,1
2024-09-05,W08,E01,5794.796,kWh,0.6636,3845.22,正常,20.02,MES,1
2024-10-02,W05,E01,5569.609,kWh,0.667,3714.77,停产,20.03,MES,0
2025-02-20,W03,E01,28753.828,kWh,0.7002,20133.57,正常,-1.46,MES,1
2024-08-16,W03,E03,24.475,t,221.7616,5427.52,正常,26.65,MES,1
2024-05-21,W01,E01,40441.165,kWh,0.682,27581.7,正常,20.43,MES,1
2024-05-06,W05,E01,20461.051,kWh,0.6561,13425.29,正常,19.38,MES,1
2024-12-18,W04,E05,5390.725,m³,0.2811,1515.21,正常,-3.63,MES,1
2024-04-24,W07,E01,8654.411,kWh,0.666,5763.47,正常,9.47,MES,1
2025-09-03,W01,E04,284.936,m³,4.0602,1156.89,正常,22.02,MES,1
2024-08-07,W07,E02,13258.237,m³,3.4587,45855.89,正常,26.18,MES,1
2025-06-20,W05,E04,417.548,m³,4.1074,1715.05,正常,23.27,MES,1
2024-08-14,W02,E01,44859.657,kWh,0.6686,29994.08,正常,27.96,MES,1
2024-04-12,W07,E02,15157.305,m³,3.5081,53173.21,正常,14.04,MES,1
2024-03-13,W05,E03,28.895,t,215.7905,6235.26,正常,1.78,MES,1
2024-12-27,W02,E02,8534.619,m³,3.3729,28786.33,正常,-0.72,MES,1
2024-06-12,W01,E05,3480.554,m³,0.2874,1000.2,正常,27.81,MES,1
2025-11-18,W07,E04,922.667,m³,4.0582,3744.39,正常,9.62,MES,1
2025-05-28,W01,E04,279.091,m³,4.1235,1150.83,正常,20.61,MES,1
2024-01-07,W07,E02,24000.236,m³,3.4786,83487.01,正常,-2.45,MES,1
2024-04-21,W02,E02,5447.795,m³,3.4714,18911.24,正常,18.71,MES,1
2025-12-13,W04,E04,44.727,m³,4.1074,183.71,低负荷,-4.38,MES,1
2024-04-13,W02,E04,186.734,m³,4.0848,762.78,正常,20.04,MES,1
2024-02-13,W02,E04,164.742,m³,4.113,677.59,正常,0.65,MES,1
2024-03-28,W05,E04,415.736,m³,4.1431,1722.45,正常,8.57,MES,1
2025-04-03,W01,E05,3481.59,m³,0.274,953.89,正常,17.71,MES,1
2024-05-04,W01,E04,243.363,m³,4.1923,1020.24,正常,22.69,MES,1
2024-09-09,W07,E01,8854.539,kWh,0.6748,5974.64,正常,23.32,MES,1
2025-04-23,W08,E01,5066.206,kWh,0.6887,3489.05,正常,15.46,MES,1
2024-08-11,W06,E05,1279.996,m³,0.283,362.28,低负荷,28.21,MES,1
2025-05-07,W06,E05,4215.11,m³,0.2812,1185.49,正常,19.9,MES,1
2025-09-08,W06,E05,4210.46,m³,0.2793,1175.99,正常,13.22,MES,1
2025-07-08,W02,E02,4687.98,m³,3.4192,16029.15,正常,26.97,MES,1
2025-01-21,W01,E01,47067.531,kWh,0.6783,31924.94,正常,-5.45,MES,1
2024-06-27,W03,E03,26.565,t,218.9108,5815.43,正常,25.05,MES,1
2024-01-31,W04,E05,5658.247,m³,0.282,1595.57,正常,-0.1,MES,1
2025-12-18,W08,E01,6506.313,kWh,0.6659,4332.67,正常,-4.71,MES,1
2024-01-21,W01,E04,240.437,m³,4.106,987.22,正常,-1.81,MES,1
2024-07-10,W08,E05,1350.344,m³,0.2795,377.42,正常,27.13,MES,1
2024-10-08,W01,E02,8761.067,m³,3.5036,30695.52,正常,15.09,MES,1
2025-09-01,W07,E04,912.773,m³,4.0659,3711.24,正常,19.17,MES,1
2025-02-25,W03,E03,37.642,t,220.0248,8282.22,正常,0.19,MES,1
2024-05-20,W04,E04,60.949,m³,4.1177,250.97,正常,26.03,MES,1
2025-11-17,W03,E03,33.436,t,220.4175,7369.9,正常,5.02,MES,1
2025-07-19,W05,E01,19359.099,kWh,0.698,13512.08,低负荷,28.9,MES,1
2024-01-02,W02,E03,52.035,t,219.0707,11399.24,正常,-6.36,MES,1
2025-10-09,W02,E01,39138.86,kWh,0.6922,27091.46,正常,13.63,MES,1
2024-12-03,W01,E05,3459.643,m³,0.2787,964.3,正常,-5.14,MES,1
2025-10-07,W01,E04,247.644,m³,4.104,1016.34,正常,14.72,MES,1
2024-05-08,W02,E01,38533.366,kWh,0.6874,26486.16,正常,19.54,MES,1
2025-04-11,W01,E02,9360.186,m³,3.435,32152.58,正常,15.64,MES,1
2025-11-30,W02,E04,172.616,m³,4.1717,720.09,正常,4.98,MES,1
2024-04-24,W07,E04,901.521,m³,4.1082,3703.65,正常,9.47,MES,1
2025-08-08,W01,E05,3188.697,m³,0.2862,912.65,正常,26.96,MES,1
2024-01-21,W01,E01,43436.218,kWh,0.6743,29289.22,正常,-1.81,MES,1
2024-05-27,W03,E03,27.203,t,213.8331,5816.88,正常,20.15,MES,1
2024-07-15,W07,E06,181.081,kg,8.0456,1456.9,正常,28.23,MES,1
2024-09-05,W02,E04,172.544,m³,4.1733,720.08,正常,20.02,MES,1
2025-12-26,W05,E02,1237.444,m³,3.4074,4216.47,正常,-2.76,MES,1
2025-09-20,W01,E04,271.133,m³,4.0283,1092.22,正常,20.95,MES,1
2025-01-05,W05,E01,9182.254,kWh,0.6843,6283.57,低负荷,-1.47,MES,1
2024-10-16,W03,E02,8931.954,m³,3.4983,31246.56,正常,15.27,MES,1
2024-10-02,W08,E05,249.022,m³,0.2804,69.83,停产,20.03,MES,0
2025-11-19,W05,E01,23681.984,kWh,0.6864,16255.57,正常,4.88,MES,1
2025-02-27,W07,E02,24403.458,m³,3.4902,85173.86,正常,-3.56,MES,1
2025-05-30,W01,E05,3053.648,m³,0.2873,877.3,正常,25.17,MES,1
2024-10-04,W04,E04,13.2,m³,4.1743,55.1,停产,13.82,MES,0
2024-06-17,W04,E05,5728.007,m³,0.272,1557.95,正常,26.5,MES,1
2025-06-13,W04,E05,5520.365,m³,0.2837,1566.13,正常,25.45,MES,1
2025-09-26,W02,E04,194.177,m³,4.1605,807.88,正常,20.5,MES,1
2024-07-18,W07,E06,194.327,kg,7.6946,1495.27,正常,26.39,MES,1
2024-09-17,W04,E05,1411.439,m³,0.278,392.43,停产,21.27,MES,0
2025-12-13,W01,E05,3347.256,m³,0.2826,945.83,正常,-4.38,MES,1
2025-10-01,W05,E04,114.905,m³,4.0676,467.38,停产,9.97,MES,0
2024-12-03,W06,E05,4158.93,m³,0.2798,1163.73,正常,-5.14,MES,1
2025-09-24,W04,E05,5804.361,m³,0.2726,1582.27,正常,22.16,MES,1
2025-05-25,W01,E05,3224.989,m³,0.2821,909.66,正常,24.55,MES,1
2025-10-22,W07,E02,17149.887,m³,3.4595,59329.84,正常,16.31,MES,1
2024-11-18,W02,E02,7454.738,m³,3.416,25465.39,正常,3.67,MES,1
2024-12-06,W05,E02,1139.991,m³,3.4189,3897.49,正常,-3.33,MES,1
2025-06-19,W02,E01,44348.506,kWh,0.692,30689.67,正常,28.65,MES,1
2025-06-24,W04,E05,5616.054,m³,0.2848,1599.32,正常,26.14,MES,1
2024-02-14,W07,E02,19802.728,m³,3.4686,68688.34,正常,-0.82,MES,1
2024-03-25,W07,E02,18543.84,m³,3.4424,63835.86,正常,12.7,MES,1
2025-04-28,W05,E03,21.615,t,216.681,4683.53,正常,13.77,MES,1
2024-11-08,W04,E01,19168.586,kWh,0.6992,13402.15,正常,7.49,MES,1
2025-01-23,W02,E02,8550.359,m³,3.3594,28724.24,正常,-6.42,MES,1
2025-06-05,W01,E05,3114.8,m³,0.2744,854.77,正常,23.51,MES,1
2025-11-17,W07,E02,19003.81,m³,3.4464,65493.97,正常,5.02,MES,1
2024-08-18,W07,E01,10364.927,kWh,0.6761,7007.76,正常,22.92,MES,1
2024-12-28,W07,E04,846.037,m³,4.2,3553.37,正常,-3.04,MES,1
2024-12-19,W07,E02,24420.843,m³,3.3975,82969.19,正常,-1.58,MES,1
2025-06-04,W01,E01,49591.451,kWh,0.6811,33778.3,正常,28.2,MES,1
2024-01-13,W02,E01,41286.823,kWh,0.6723,27758.79,正常,-6.81,MES,1
2024-09-10,W02,E01,39009.08,kWh,0.6868,26791.75,正常,22.81,MES,1
2024-11-05,W02,E03,49.542,t,213.9516,10599.62,正常,9.4,MES,1
2025-07-26,W02,E04,200.189,m³,4.1822,837.22,正常,31.23,MES,1
2025-07-31,W07,E02,11997.799,m³,3.4316,41171.11,正常,28.99,MES,1
2024-11-06,W07,E01,8666.812,kWh,0.6595,5715.38,正常,2.24,MES,1
2025-12-04,W07,E01,8999.685,kWh,0.6718,6045.66,正常,0.95,MES,1
2025-04-13,W02,E01,31393.915,kWh,0.688,21600.53,正常,16.94,MES,1
2024-11-24,W03,E03,34.416,t,221.0125,7606.27,正常,6.13,MES,1
2025-01-21,W05,E02,1283.856,m³,3.4951,4487.18,正常,-5.45,MES,1
2024-05-18,W01,E05,3196.476,m³,0.2796,893.66,正常,20.11,MES,1
2025-02-02,W05,E03,8.14,t,222.3778,1810.08,停产,0.0,MES,0
2024-09-15,W02,E03,36.122,t,218.527,7893.64,正常,16.19,MES,1
2025-08-27,W08,E01,6635.188,kWh,0.6748,4477.69,正常,22.97,MES,1
2024-08-12,W08,E01,6703.584,kWh,0.6804,4561.06,正常,21.0,MES,1
2024-10-26,W04,E04,43.363,m³,4.1151,178.45,低负荷,16.92,MES,1
2025-07-06,W01,E01,47742.966,kWh,0.685,32705.48,正常,20.2,MES,1
2025-03-21,W02,E01,39240.38,kWh,0.6845,26858.96,正常,3.92,MES,1
2024-06-10,W08,E05,250.351,m³,0.2865,71.71,停产,28.09,MES,0
2024-05-10,W01,E02,8060.612,m³,3.4077,27468.12,正常,22.0,MES,1
2025-10-04,W03,E02,7967.922,m³,3.4874,27787.21,正常,13.72,MES,1
2024-03-27,W02,E01,41345.693,kWh,0.6778,28022.38,正常,12.87,MES,1
2024-12-22,W01,E01,46808.765,kWh,0.6734,31521.12,正常,-5.37,MES,1
2024-02-03,W07,E02,21266.331,m³,3.4332,73012.48,正常,-2.53,MES,1
2024-09-22,W06,E01,3862.456,kWh,0.6856,2648.0,低负荷,21.9,MES,1
2024-02-02,W02,E04,176.566,m³,4.1689,736.09,正常,-0.51,MES,1
2024-01-29,W01,E05,2988.925,m³,0.2749,821.75,正常,-7.36,MES,1
2024-03-11,W06,E05,4264.593,m³,0.2793,1191.02,正常,4.06,MES,1
2025-01-20,W02,E03,55.544,t,222.0269,12332.32,正常,-4.01,MES,1
2024-12-08,W04,E01,7234.65,kWh,0.6684,4835.41,低负荷,3.88,MES,1
2024-12-08,W02,E01,40518.871,kWh,0.6797,28002.73,正常,3.88,MES,1
2025-01-05,W07,E01,9600.924,kWh,0.6765,6495.19,正常,-1.47,MES,1
2024-10-23,W02,E01,31911.855,kWh,0.6879,21952.12,正常,12.8,MES,1
2025-06-08,W03,E03,24.907,t,222.1183,5532.32,正常,24.76,MES,1
2025-12-05,W08,E01,6554.973,kWh,0.6701,4392.25,正常,-1.18,MES,1
2024-09-14,W08,E05,945.383,m³,0.2796,264.38,低负荷,15.96,MES,1
2024-03-08,W01,E05,3365.614,m³,0.2804,943.82,正常,7.71,MES,1
2025-06-29,W04,E05,1892.368,m³,0.2805,530.72,低负荷,27.59,MES,1
2025-07-06,W05,E01,9252.504,kWh,0.6783,6276.17,低负荷,20.2,MES,1
2025-08-03,W03,E02,6194.809,m³,3.4291,21242.32,正常,24.79,MES,1
2025-02-11,W03,E03,35.629,t,221.0917,7877.25,正常,-2.96,MES,1
2025-05-23,W03,E03,28.007,t,221.6547,6207.9,正常,22.04,MES,1
2025-05-24,W05,E04,316.334,m³,4.1375,1308.83,低负荷,19.83,MES,1
2025-06-18,W03,E02,6676.315,m³,3.4134,22789.24,正常,25.11,MES,1
2025-04-12,W05,E01,14888.172,kWh,0.6737,10030.56,低负荷,14.88,MES,1
2024-09-26,W07,E04,895.372,m³,4.1001,3671.12,正常,19.9,MES,1
2025-08-26,W04,E05,5982.471,m³,0.2725,1630.41,正常,28.08,MES,1
2024-09-04,W03,E01,27117.064,kWh,0.6875,18643.92,正常,21.42,MES,1
2025-04-03,W06,E01,11230.166,kWh,0.6798,7634.68,正常,17.71,MES,1
2024-05-08,W04,E01,18473.447,kWh,0.682,12598.56,正常,19.54,MES,1
2025-11-17,W08,E05,1473.202,m³,0.2839,418.25,正常,5.02,MES,1
2025-09-13,W07,E02,12652.493,m³,3.4556,43722.57,正常,22.08,MES,1
2025-08-06,W05,E01,26672.019,kWh,0.699,18644.51,正常,31.25,MES,1
2025-12-24,W08,E01,6218.917,kWh,0.6848,4258.88,正常,-3.0,MES,1
2025-09-02,W02,E01,38661.811,kWh,0.6966,26932.96,正常,20.74,MES,1
2024-09-11,W07,E06,164.49,kg,7.8909,1297.97,正常,19.63,MES,1
2024-04-18,W06,E05,4603.981,m³,0.2847,1310.85,正常,9.2,MES,1
2025-09-24,W02,E04,185.342,m³,4.1607,771.16,正常,22.16,MES,1
2024-09-27,W04,E05,5578.552,m³,0.2666,1487.29,正常,19.57,MES,1
2025-07-07,W02,E02,4728.831,m³,3.4855,16482.42,正常,28.27,MES,1
2024-05-21,W01,E05,3272.018,m³,0.2821,923.16,正常,20.43,MES,1
2025-02-28,W05,E02,1211.867,m³,3.4845,4222.78,正常,-5.07,MES,1
2025-04-24,W05,E01,22017.163,kWh,0.6862,15107.87,正常,14.79,MES,1
2024-10-22,W07,E04,922.895,m³,4.1095,3792.68,正常,14.38,MES,1
2024-03-07,W07,E01,7947.051,kWh,0.6831,5428.57,正常,6.41,MES,1
2024-10-30,W07,E02,15087.643,m³,3.4295,51743.24,正常,14.88,MES,1
2025-03-01,W02,E03,48.365,t,218.4017,10562.9,正常,7.3,MES,1
2025-06-17,W02,E01,43617.906,kWh,0.6789,29610.31,正常,24.64,MES,1
2024-06-20,W07,E04,844.637,m³,4.0698,3437.51,正常,26.61,MES,1
2024-01-14,W08,E05,424.51,m³,0.2846,120.8,低负荷,-5.92,MES,1
2025-09-12,W08,E01,5666.587,kWh,0.6876,3896.34,正常,25.67,MES,1
2024-09-06,W03,E02,6726.085,m³,3.4364,23113.58,正常,23.41,MES,1
2025-07-18,W08,E05,1404.179,m³,0.281,394.53,正常,20.03,MES,1
2024-11-18,W07,E01,9080.306,kWh,0.6958,6318.35,正常,3.67,MES,1
2024-04-17,W07,E02,15460.24,m³,3.5278,54540.94,正常,11.8,MES,1
2024-10-09,W03,E02,9143.887,m³,3.4622,31658.22,正常,16.68,MES,1
2024-07-11,W07,E01,10408.62,kWh,0.6894,7175.87,正常,25.89,MES,1
2025-07-05,W08,E01,4120.001,kWh,0.6791,2798.08,低负荷,25.11,MES,1
2024-09-12,W06,E05,4002.794,m³,0.2821,1129.12,正常,23.63,MES,1
2025-09-09,W02,E03,40.31,t,217.5752,8770.49,正常,24.21,MES,1
2025-03-10,W07,E04,903.201,m³,4.1211,3722.17,正常,4.99,MES,1
2024-04-14,W06,E05,1362.148,m³,0.2836,386.36,低负荷,17.46,MES,1
2024-04-12,W01,E01,40159.149,kWh,0.6862,27557.46,正常,14.04,MES,1
2025-02-18,W07,E04,1020.649,m³,4.1638,4249.79,正常,1.59,MES,1
2025-09-08,W05,E03,24.575,t,220.3978,5416.36,正常,13.22,MES,1
2025-04-11,W08,E05,1421.528,m³,0.2899,412.15,正常,15.64,MES,1
2025-04-14,W08,E05,1270.216,m³,0.2822,358.43,正常,12.64,MES,1
2025-06-14,W04,E01,14155.018,kWh,0.656,9285.71,低负荷,26.18,MES,1
2025-04-10,W03,E02,8155.342,m³,3.4919,28477.98,正常,15.54,MES,1
2024-08-27,W08,E05,1345.901,m³,0.277,372.82,正常,28.72,MES,1
2025-01-01,W01,E04,222.916,m³,4.1043,919.23,正常,-2.34,MES,1
2025-04-22,W01,E01,38929.06,kWh,0.6832,26596.33,正常,9.86,MES,1
2025-01-08,W01,E01,43936.587,kWh,0.6793,29847.83,正常,-6.83,MES,1
2025-08-20,W07,E02,12431.209,m³,3.4755,43204.13,正常,26.31,MES,1
2024-03-16,W02,E01,34865.576,kWh,0.6705,23376.62,正常,4.18,MES,1
2024-10-12,W08,E01,3701.708,kWh,0.6697,2478.87,低负荷,10.57,MES,1
2025-02-21,W05,E03,34.12,t,218.638,7460.0,正常,-0.7,MES,1
2025-04-29,W08,E01,5009.897,kWh,0.6727,3370.32,正常,19.74,MES,1
2025-10-24,W07,E02,15885.614,m³,3.4998,53665.62,正常,14.23,MES,1
2024-12-27,W01,E04,244.105,m³,4.0423,986.74,正常,-0.72,MES,1
2025-11-07,W07,E06,201.922,kg,7.6331,1541.3,正常,8.66,MES,1
2024-03-06,W04,E05,5508.699,m³,0.2759,1519.92,正常,2.51,MES,1
2024-02-25,W05,E01,8996.343,kWh,0.6954,6256.49,低负荷,0.04,MES,1
2025-10-08,W04,E01,4348.466,kWh,0.6783,2949.71,停产,16.25,MES,0
2025-01-25,W02,E03,58.276,t,215.9685,12585.71,正常,-7.31,MES,1
2025-11-23,W04,E01,7344.369,kWh,0.6884,5055.52,低负荷,1.52,MES,1
2025-07-19,W03,E01,32612.086,kWh,0.6868,22398.11,正常,28.9,MES,1
2024-03-26,W05,E03,29.393,t,224.9506,6612.05,正常,6.35,MES,1
2024-08-30,W02,E02,5131.661,m³,3.491,17914.62,正常,26.45,MES,1
2025-12-16,W01,E04,246.612,m³,4.0443,997.38,正常,-2.34,MES,1
2025-07-13,W06,E05,1338.395,m³,0.2761,369.46,低负荷,26.73,MES,1
2024-12-20,W07,E02,23777.312,m³,3.5106,83473.78,正常,0.04,MES,1
2025-10-02,W02,E02,5740.987,m³,3.3674,19332.31,正常,14.89,MES,1
2024-06-03,W01,E02,6670.056,m³,3.3898,22609.95,正常,27.88,MES,1
2024-03-06,W05,E01,21492.465,kWh,0.6866,14756.09,正常,2.51,MES,1
2025-06-02,W03,E02,5860.541,m³,3.4793,20390.37,正常,26.43,MES,1
2024-08-01,W07,E04,875.302,m³,4.0584,3552.31,正常,26.58,MES,1
2025-02-23,W01,E01,41456.222,kWh,0.6909,28644.06,正常,5.04,MES,1
2025-09-24,W08,E01,5561.421,kWh,0.6827,3796.58,正常,22.16,MES,1
2024-09-05,W07,E01,9257.504,kWh,0.6776,6273.24,正常,20.02,MES,1
2025-12-03,W04,E01,21212.744,kWh,0.6733,14282.05,正常,2.62,MES,1
2024-03-13,W05,E04,417.802,m³,4.1486,1733.29,正常,1.78,MES,1
2025-09-16,W05,E02,786.6,m³,3.4613,2722.64,正常,19.99,MES,1
2025-06-30,W01,E01,48523.001,kWh,0.677,32847.79,正常,25.34,MES,1
2024-02-17,W02,E02,7064.47,m³,3.4438,24328.78,正常,-0.14,MES,1
2024-07-03,W01,E05,3492.881,m³,0.2821,985.18,正常,25.71,MES,1
2024-03-23,W01,E05,2823.432,m³,0.2825,797.62,正常,3.71,MES,1
2024-08-20,W01,E01,46922.593,kWh,0.68,31908.73,正常,25.77,MES,1
2025-11-07,W08,E01,5771.841,kWh,0.6851,3954.54,正常,8.66,MES,1
2024-07-22,W03,E02,7113.871,m³,3.5038,24925.44,正常,25.19,MES,1
2025-12-31,W08,E01,5972.033,kWh,0.6811,4067.49,正常,-4.07,MES,1
2025-10-15,W02,E02,5476.385,m³,3.4385,18830.53,正常,16.19,MES,1
2024-05-12,W02,E03,36.327,t,220.7896,8020.58,正常,17.68,MES,1
2025-10-19,W03,E03,27.911,t,223.3808,6234.86,正常,13.2,MES,1
2024-01-19,W02,E02,8530.456,m³,3.4705,29604.52,正常,0.35,MES,1
2025-08-25,W03,E01,33274.587,kWh,0.669,22260.78,正常,26.53,MES,1
2024-12-17,W05,E03,32.11,t,218.8589,7027.52,正常,-1.31,MES,1
2024-03-02,W03,E01,23632.673,kWh,0.6999,16541.2,正常,6.7,MES,1
2024-07-06,W05,E02,472.403,m³,3.4792,1643.56,低负荷,23.9,MES,1
2025-07-24,W08,E05,1384.439,m³,0.291,402.86,正常,29.83,MES,1
2024-12-08,W03,E03,37.659,t,222.2107,8368.13,正常,3.88,MES,1
2025-04-13,W05,E01,7948.033,kWh,0.6741,5357.77,低负荷,16.94,MES,1
2024-07-02,W01,E05,3126.746,m³,0.281,878.72,正常,30.39,MES,1
2024-04-07,W01,E04,250.736,m³,4.0988,1027.72,正常,11.39,MES,1
2025-05-14,W05,E02,793.549,m³,3.422,2715.55,正常,19.25,MES,1
2025-07-08,W04,E05,5479.43,m³,0.2851,1562.04,正常,26.97,MES,1
2025-01-04,W07,E06,179.907,kg,7.6375,1374.03,正常,-4.7,MES,1
2025-12-06,W03,E02,13067.687,m³,3.4849,45539.0,正常,-2.86,MES,1
2024-10-23,W01,E01,36725.342,kWh,0.6876,25252.78,正常,12.8,MES,1
2024-03-06,W02,E03,44.424,t,224.783,9985.69,正常,2.51,MES,1
2024-12-05,W01,E04,274.573,m³,4.0987,1125.4,正常,-3.84,MES,1
2024-07-15,W03,E03,23.821,t,222.0155,5288.71,正常,28.23,MES,1
2024-04-11,W08,E01,4807.387,kWh,0.6801,3269.47,正常,15.92,MES,1
2025-06-05,W07,E01,9186.141,kWh,0.676,6209.85,正常,23.51,MES,1
2024-08-28,W01,E02,7068.397,m³,3.4683,24515.38,正常,30.49,MES,1
2025-08-23,W07,E02,12430.499,m³,3.4947,43440.77,正常,22.21,MES,1
2025-08-28,W04,E05,5392.751,m³,0.2803,1511.64,正常,27.55,MES,1
2025-07-20,W03,E02,6302.28,m³,3.5022,22072.04,正常,26.04,MES,1
2025-10-17,W02,E03,44.056,t,211.2608,9307.21,正常,17.97,MES,1
2024-04-11,W01,E02,8939.751,m³,3.47,31021.16,正常,15.92,MES,1
2025-06-11,W07,E02,12984.452,m³,3.4192,44396.02,正常,26.27,MES,1
2024-09-19,W01,E02,8447.113,m³,3.3749,28507.91,正常,15.51,MES,1
2025-03-05,W02,E02,7003.28,m³,3.4042,23840.62,正常,4.27,MES,1
2025-03-29,W03,E01,26566.005,kWh,0.6633,17621.06,正常,5.68,MES,1
2025-12-31,W01,E01,47862.551,kWh,0.6672,31932.65,正常,-4.07,MES,1
2024-04-22,W04,E05,5742.798,m³,0.2832,1626.49,正常,15.69,MES,1
2024-07-18,W02,E01,44085.807,kWh,0.6864,30262.24,正常,26.39,MES,1
2024-11-30,W03,E03,33.705,t,219.1654,7387.01,正常,7.76,MES,1
2025-05-15,W01,E02,7706.897,m³,3.4334,26460.91,正常,22.84,MES,1
2024-08-14,W06,E05,4017.884,m³,0.2705,1086.76,正常,27.96,MES,1
2024-07-15,W07,E02,12087.746,m³,3.5227,42581.83,正常,28.23,MES,1
2024-03-26,W07,E06,161.881,kg,7.8072,1263.85,正常,6.35,MES,1
2024-09-17,W06,E01,2693.873,kWh,0.6794,1830.18,停产,21.27,MES,0
2024-03-20,W01,E04,251.762,m³,4.1257,1038.69,正常,10.47,MES,1
2024-02-15,W07,E04,870.205,m³,4.0564,3529.93,正常,5.54,MES,1
2024-04-19,W05,E01,19204.577,kWh,0.6798,13055.24,正常,18.63,MES,1
2025-03-21,W02,E04,168.684,m³,4.0727,687.0,正常,3.92,MES,1
2025-03-09,W06,E01,4097.757,kWh,0.669,2741.37,低负荷,7.08,MES,1
2025-06-01,W01,E01,43714.41,kWh,0.6832,29864.58,正常,30.03,MES,1
2024-11-25,W05,E02,1009.287,m³,3.3981,3429.7,正常,11.59,MES,1
2024-05-21,W04,E01,17247.122,kWh,0.6701,11556.71,正常,20.43,MES,1
2024-10-05,W07,E06,166.485,kg,7.8956,1314.49,正常,15.36,MES,1
2025-12-09,W07,E06,185.201,kg,7.9229,1467.32,正常,-3.52,MES,1
2024-02-13,W05,E04,119.263,m³,4.1328,492.89,停产,0.65,MES,0
2024-09-12,W02,E04,164.307,m³,4.089,671.85,正常,23.63,MES,1
2024-08-13,W03,E01,32869.616,kWh,0.6809,22382.12,正常,31.69,MES,1
2024-10-25,W04,E04,57.827,m³,4.0699,235.35,正常,12.48,MES,1
2024-10-23,W02,E04,162.115,m³,4.0588,657.99,正常,12.8,MES,1
2024-08-03,W03,E02,6495.233,m³,3.4075,22132.44,正常,25.06,MES,1
2025-04-11,W02,E01,39182.005,kWh,0.6736,26391.48,正常,15.64,MES,1
2025-05-24,W02,E03,37.568,t,213.6361,8025.77,正常,19.83,MES,1
2024-04-19,W04,E04,65.04,m³,4.1187,267.88,正常,18.63,MES,1
2024-08-18,W06,E01,4581.212,kWh,0.6902,3162.15,低负荷,22.92,MES,1
2024-08-18,W05,E04,152.438,m³,3.9775,606.32,低负荷,22.92,MES,1
2025-06-19,W08,E01,6032.161,kWh,0.6727,4057.99,正常,28.65,MES,1
2025-02-14,W05,E01,22966.164,kWh,0.7,16075.94,正常,-2.48,MES,1
2025-04-04,W02,E02,5694.416,m³,3.4622,19715.4,正常,16.15,MES,1
2024-02-03,W04,E01,13863.097,kWh,0.6742,9347.02,低负荷,-2.53,MES,1
2025-05-13,W03,E01,26645.133,kWh,0.6925,18450.5,正常,21.69,MES,1
2024-04-26,W02,E03,40.412,t,212.7037,8595.88,正常,13.09,MES,1
2024-08-18,W01,E02,6775.692,m³,3.4731,23532.41,正常,22.92,MES,1
2024-05-16,W02,E03,40.198,t,219.2221,8812.34,正常,18.49,MES,1
2025-03-29,W02,E02,6838.432,m³,3.4417,23536.0,正常,5.68,MES,1
2025-02-07,W08,E05,1406.908,m³,0.2834,398.66,正常,-3.01,MES,1
2024-09-20,W01,E02,8008.3,m³,3.5069,28084.12,正常,27.65,MES,1
2025-07-22,W05,E01,28503.653,kWh,0.681,19411.42,正常,24.82,MES,1
2024-10-09,W07,E01,8003.76,kWh,0.6855,5486.79,正常,16.68,MES,1
2025-05-02,W07,E04,808.047,m³,4.0572,3278.45,正常,17.58,MES,1
2024-01-11,W03,E02,12616.394,m³,3.4149,43083.36,正常,-4.15,MES,1
2024-10-19,W06,E01,7106.079,kWh,0.6799,4831.68,低负荷,15.47,MES,1
2024-11-07,W07,E02,18098.089,m³,3.5927,65020.18,正常,7.11,MES,1
2024-08-07,W05,E04,407.475,m³,4.0458,1648.58,正常,26.18,MES,1
2025-06-12,W01,E02,7392.666,m³,3.4844,25758.85,正常,26.01,MES,1
2025-05-26,W05,E01,20548.412,kWh,0.6831,14036.24,正常,19.87,MES,1
2024-07-10,W07,E01,10351.36,kWh,0.6797,7035.69,正常,27.13,MES,1
2025-04-11,W01,E01,38478.419,kWh,0.6903,26562.59,正常,15.64,MES,1
2024-07-10,W03,E01,29948.893,kWh,0.6905,20678.81,正常,27.13,MES,1
