record_date,workshop_code,workshop_name,energy_code,energy_name,consumption,unit,unit_price,cost,output_qty,output_unit,avg_temperature,record_status,data_source,year_month,fix_reason
2025-02-25,W07,动力站,E02,天然气,22394.553,m³,3.3946,76020.56,570.11,吨蒸汽,0.19,正常,MES,2025-02,负值取绝对值
2024-11-23,W04,机加工车间,E04,工业水,40.164,m³,4.0964,162.69,2807.021,件,4.56,低负荷,MES,2024-11,单价插补
2024-03-01,W01,熔炼车间,E04,工业水,256.54949999999997,m³,4.0738,1095.05,245.18,吨,0.95,正常,MES,2024-03,消耗量插补
2025-09-21,W05,表面处理车间,E02,天然气,775.025,m³,3.4555,2678.1,1396.789,平方米,21.34,低负荷,MES,2025-09,消耗量插补
2025-02-23,W02,轧制车间,E04,工业水,184.342,m³,4.1091999999999995,756.32,264.973,吨,5.04,正常,MES,2025-02,单价插补
2024-07-08,W05,表面处理车间,E01,电力,25257.713499999998,kWh,0.6733,17253.34,6958.001,平方米,28.67,正常,MES,2024-07,消耗量插补
2024-07-03,W07,动力站,E06,柴油,182.719,kg,7.732,1459.99,542.654,吨蒸汽,25.71,正常,MES,2024-07,消耗量插补
2024-12-01,W04,机加工车间,E01,电力,20431.2055,kWh,0.6781,13854.4,840.451,件,-2.07,低负荷,MES,2024-12,消耗量插补
2025-05-06,W03,热处理车间,E01,电力,25315.842,kWh,0.6729,17035.03,100.94,吨,23.52,正常,MES,2025-05,费用重算
2025-06-25,W06,装配车间,E01,电力,13003.235,kWh,0.67945,8820.73,301.748,台,28.17,正常,MES,2025-06,单价插补
2025-12-19,W07,动力站,E06,柴油,179.794,kg,7.80265,1426.58,534.762,吨蒸汽,-0.09,正常,MES,2025-12,单价插补
2025-12-16,W08,包装车间,E01,电力,5950.79,kWh,0.679,4068.43,10245.374,件,-2.34,正常,MES,2025-12,单价插补
2024-09-11,W04,机加工车间,E05,压缩空气,5487.344,m³,0.2767,1518.35,4261.455,件,19.63,正常,MES,2024-09,费用重算
2024-12-02,W05,表面处理车间,E04,工业水,420.413,m³,4.1189,1813.8,6968.093,平方米,-3.29,正常,MES,2024-12,消耗量插补
2024-10-18,W07,动力车间,E06,柴油,184.053,kg,8.0305,1478.04,494.149,吨蒸汽,16.26,正常,MES,2024-10,负值取绝对值
2025-03-29,W08,包装车间,E01,电力,3493.916,kWh,0.666,2326.95,6254.988,件,5.68,低负荷,MES,2025-03,费用重算
2025-06-22,W05,表面处理车间,E04,工业水,416.904,m³,4.1042,1711.06,1501.114,平方米,26.38,低负荷,MES,2025-06,消耗量插补
2025-01-28,W01,熔炼车间,E04,工业水,226.913,m³,4.1043,934.14,243.867,吨,-6.53,正常,MES,2025-01,单价插补
2024-07-20,W03,热处理车间,E01,电力,31043.1515,kWh,0.6752,20960.34,88.848,吨,26.83,正常,MES,2024-07,消耗量插补
2025-11-04,W07,动力车间,E06,柴油,182.683,kg,7.9222,1447.25,591.813,吨蒸汽,6.93,正常,MES,2025-11,消耗量插补
2024-01-17,W04,机加工车间,E04,工业水,60.23,m³,4.0915,243.12,4197.504,件,-4.89,正常,MES,2024-01,单价插补
2024-07-10,W08,包装车间,E05,压缩空气,1350.344,m³,0.2795,377.42,10165.763,件,27.13,正常,MES,2024-07,消耗量插补
2024-12-08,W02,轧制车间,E01,电力,40518.871,kWh,0.6797,28002.73,286.887,吨,3.88,正常,MES,2024-12,单价插补
2025-01-01,W01,熔炼车间,E04,工业水,222.916,m³,4.1043,919.23,239.891,吨,-2.34,正常,MES,2025-01,单价插补
2025-10-24,W07,动力站,E02,天然气,15885.614,m³,3.4998,53665.62,553.257,吨蒸汽,14.23,正常,MES,2025-10,消耗量插补
2024-03-18,W07,动力站,E02,天然气,18104.506500000003,m³,3.3852,62149.52,550.51,吨蒸汽,9.72,正常,MES,2024-03,消耗量插补
2024-11-16,W07,动力站,E04,工业水,875.482,m³,4.0964,3556.33,525.361,吨蒸汽,9.03,正常,MES,2024-11,单价插补
2024-02-06,W03,热处理车间,E01,电力,26671.479,kWh,0.69,18166.97,92.155,吨,-2.27,正常,MES,2024-02,消耗量插补
2024-09-27,W02,轧制,E04,工业水,177.463,m³,4.0495,718.64,322.517,吨,19.57,正常,MES,2024-09,消耗量插补
2024-11-30,W04,机加工车间,E01,电力,12951.933,kWh,0.68035,8789.14,2940.562,件,7.76,低负荷,MES,2024-11,单价插补
2024-11-21,W02,轧制车间,E01,电力,38704.686,kWh,0.6946,26884.27,333.441,吨,6.29,正常,MES,2024-11,费用重算
2025-09-18,W05,表面处理车间,E04,工业水,421.826,m³,4.0808,1772.3,7356.471,平方米,19.95,正常,MES,2025-09,消耗量插补
2025-09-10,W01,熔炼车间,E02,天然气,7908.249,m³,3.4454,26814.22,316.284,吨,19.98,正常,MES,2025-09,单价插补
2024-09-28,W07,动力站,E02,天然气,12930.052,m³,3.4464,43995.41,506.756,吨蒸汽,23.63,正常,MES,2024-09,单价插补
2024-09-13,W04,机加工车间,E01,电力,18407.0325,kWh,0.6913,12757.7,4430.527,件,17.34,正常,MES,2024-09,消耗量插补
2024-02-07,W04,机加工车间,E01,电力,19990.483,kWh,0.6815,13469.15,4256.879,件,-1.73,正常,MES,2024-02,单价插补
2025-05-21,W04,机加工车间,E05,压缩空气,5817.601,m³,0.28,1657.2,4662.622,件,19.94,正常,MES,2025-05,单价插补
2025-01-07,W05,表面处理车间,E04,工业水,407.068,m³,4.1043,1654.09,7445.99,平方米,-5.14,正常,MES,2025-01,单价插补
2025-04-19,W05,表面处理车间,E02,天然气,621.813,m³,3.45085,2173.67,4560.906,平方米,16.4,低负荷,MES,2025-04,单价插补
2025-01-01,W05,表面处理车间,E03,蒸汽,30.255000000000003,t,221.597,6704.42,433.737,平方米,-2.34,停产,MES,2025-01,消耗量插补
2025-12-16,W04,机加工车间,E05,压缩空气,5535.115,m³,0.2805,1530.46,4349.028,件,-2.34,正常,MES,2025-12,单价插补
2024-03-30,W03,热处理车间,E03,蒸汽,31.803,t,220.5913,7002.83,97.24,吨,5.84,正常,MES,2024-03,消耗量插补
2025-05-11,W02,轧制车间,E02,天然气,5113.397,m³,3.3761,16536.67,318.285,吨,19.69,正常,MES,2025-05,消耗量插补
2024-06-16,W05,表面处理车间,E03,蒸汽,20.744,t,220.6738,4577.66,1383.37,平方米,32.1,低负荷,MES,2024-06,消耗量插补
2025-11-25,W06,装配车间,E01,电力,12087.235,kWh,0.697,8424.8,311.303,台,2.72,正常,MES,2025-11,消耗量插补
2025-05-24,W08,包装车间,E01,电力,3692.77,kWh,0.67965,2473.36,6815.188,件,19.83,低负荷,MES,2025-05,单价插补
2024-11-18,W07,动力站,E06,柴油,198.258,kg,7.7823,1588.83,552.751,吨蒸汽,3.67,正常,MES,2024-11,单价插补
2024-01-16,W03,热处理车间,E01,电力,28726.049,kWh,0.676,19583.69,92.996,吨,-3.47,正常,MES,2024-01,消耗量插补
2025-05-15,W07,动力站,E02,天然气,13760.668,m³,3.4034,48597.71,587.999,吨蒸汽,22.84,正常,MES,2025-05,消耗量插补
2025-09-26,W07,动力站,E02,天然气,14620.524,m³,3.4454,49576.92,589.946,吨蒸汽,20.5,正常,MES,2025-09,单价插补
2025-07-05,W05,表面处理车间,E03,蒸汽,15.541,t,220.1216,3478.98,4483.154,平方米,25.11,低负荷,MES,2025-07,单价插补
2025-03-21,W05,表面处理车间,E04,工业水,408.447,m³,4.062,1692.44,6939.922,平方米,3.92,正常,MES,2025-03,消耗量插补
2024-06-13,W02,轧制车间,E02,天然气,4433.407,m³,3.4345,15226.54,355.413,吨,26.54,正常,MES,2024-06,费用重算
2024-10-27,W06,装配车间,E01,电力,3646.406,kWh,0.67975,2415.06,53.848,台,18.93,低负荷,MES,2024-10,单价插补
2024-05-23,W03,热处理车间,E01,电力,24838.739,kWh,0.6642,16831.33,92.8,吨,19.94,正常,MES,2024-05,消耗量插补
2025-09-08,W03,热处理车间,E02,天然气,7397.636,m³,3.4823,25643.45,108.345,吨,13.22,正常,MES,2025-09,消耗量插补
2024-03-28,W03,热处理车间,E03,蒸汽,31.803,t,217.127,7133.66,96.099,吨,8.57,正常,MES,2024-03,消耗量插补
2024-11-12,W05,表面处理车间,E01,电力,22021.749499999998,kWh,0.6676,14701.72,6570.485,平方米,3.54,正常,MES,2024-11,消耗量插补
2024-09-03,W05,表面处理车间,E03,蒸汽,22.345,t,222.5817,5096.49,7146.972,平方米,21.15,正常,MES,2024-09,消耗量插补
2025-09-30,W06,总装车间,E01,电力,12446.9,kWh,0.6558,7943.06,282.111,台,22.55,正常,MES,2025-09,消耗量插补
2024-04-27,W06,装配车间,E01,电力,7745.265,kWh,0.6794,5367.59,148.973,台,12.84,低负荷,MES,2024-04,单价插补
2024-06-17,W06,装配车间,E01,电力,12211.534,kWh,0.6788,8513.36,274.277,台,26.5,正常,MES,2024-06,单价插补
2025-03-13,W03,热处理车间,E02,天然气,10019.359,m³,3.4881,34948.69,101.96,吨,10.82,正常,MES,2025-03,负值取绝对值
2024-08-05,W05,表面处理车间,E03,蒸汽,21.738,t,219.9231,4778.06,6864.563,平方米,25.34,正常,MES,2024-08,单价插补
2025-06-02,W05,表面处理车间,E02,天然气,193.711,m³,3.4582,669.89,493.957,平方米,26.43,停产,MES,2025-06,费用重算
2024-03-03,W05,表面处理车间,E01,电力,20922.398,kWh,0.6818,14264.89,1366.618,平方米,8.11,低负荷,MES,2024-03,消耗量插补
2024-06-05,W07,动力站,E04,工业水,1071.388,m³,3.995,4280.17,493.514,吨蒸汽,27.2,正常,MES,2024-06,负值取绝对值
2025-03-13,W06,装配车间,E05,压缩空气,4285.88,m³,0.286,1225.72,290.401,台,10.82,正常,MES,2025-03,负值取绝对值
2025-05-23,W07,动力站,E01,电力,8456.473,kWh,0.67965,5849.56,582.593,吨蒸汽,22.04,正常,MES,2025-05,单价插补
2024-12-20,W05,表面处理车间,E03,蒸汽,32.127,t,220.3581,7021.81,7415.943,平方米,0.04,正常,MES,2024-12,单价插补
2024-03-15,W08,包装车间,E05,压缩空气,1271.523,m³,0.2793,355.51,10010.344,件,4.95,正常,MES,2024-03,单价插补
2024-03-16,W02,轧制车间,E04,工业水,178.667,m³,4.1917,748.91,325.543,吨,4.18,正常,MES,2024-03,负值取绝对值
2024-12-11,W05,表面处理车间,E02,天然气,1162.815,m³,3.3911,3943.22,7528.869,平方米,-1.74,正常,MES,2024-12,消耗量插补
2024-03-05,W02,轧制车间,E01,电力,36459.476,kWh,0.6688,24384.1,329.347,吨,7.97,正常,MES,2024-03,消耗量插补
2024-12-05,W06,装配车间,E01,电力,12972.212,kWh,0.6657,8635.6,289.848,台,-3.84,正常,MES,2024-12,消耗量插补
2025-01-17,W07,动力站,E04,工业水,963.023,m³,4.0377,3888.4,542.28,吨蒸汽,-7.45,正常,MES,2025-01,费用重算
2024-02-18,W01,熔炼车间,E05,压缩空气,2941.293,m³,0.2807,822.64,252.484,吨,-4.68,正常,MES,2024-02,单价插补
2025-11-08,W04,机加工车间,E01,电力,12763.208,kWh,0.6802,8592.4,2913.861,件,2.48,低负荷,MES,2025-11,单价插补
2024-01-07,W01,熔炼车间,E01,电力,45456.254499999995,kWh,0.6866,31210.26,261.433,吨,-2.45,正常,MES,2024-01,消耗量插补
2025-02-24,W01,熔炼车间,E05,压缩空气,3061.498,m³,0.286,875.59,290.326,吨,-1.62,正常,MES,2025-02,费用重算
2024-12-04,W06,装配车间,E01,电,12972.212,kWh,0.6759,9186.98,285.541,台,-1.24,正常,MES,2024-12,消耗量插补
2025-04-15,W02,轧制车间,E03,蒸汽,40.442,t,218.8067,8848.98,334.281,吨,15.59,正常,MES,2025-04,消耗量插补
2024-09-27,W01,熔炼车间,E04,工业水,273.155,m³,4.0977,1099.54,303.12,吨,19.57,正常,MES,2024-09,单价插补
2025-07-20,W07,动力站,E02,天然气,11846.304,m³,3.4437,40741.12,539.475,吨蒸汽,26.04,正常,MES,2025-07,单价插补
2024-09-17,W08,包装车间,E01,电力,5361.0255,kWh,0.6709,3596.71,638.584,件,21.27,停产,MES,2024-09,消耗量插补
2024-05-13,W02,轧制车间,E04,工业水,177.492,m³,4.2244,714.88,347.538,吨,24.51,正常,MES,2024-05,消耗量插补
2025-06-03,W01,熔炼车间,E04,工业水,283.079,m³,4.118,1165.71,294.302,吨,25.52,正常,MES,2025-06,负值取绝对值
2024-03-31,W01,熔炼车间,E01,电力,39808.244,kWh,0.6811,26770.14,213.252,吨,7.04,正常,MES,2024-03,单价插补
2024-07-04,W07,动力站,E04,工业水,875.818,m³,4.1039,3609.08,494.471,吨蒸汽,28.07,正常,MES,2024-07,单价插补
2025-11-21,W01,熔炼车间,E02,天然气,11023.464,m³,3.3673,37119.31,292.079,吨,1.18,正常,MES,2025-11,费用重算
2025-11-23,W01,熔炼车间,E05,压缩空气,3033.541,m³,0.2801,841.47,266.436,吨,1.52,正常,MES,2025-11,单价插补
2025-11-15,W07,动力站,E01,电力,8955.584,kWh,0.6722,6019.94,545.927,吨蒸汽,7.78,正常,MES,2025-11,消耗量插补
2024-05-30,W05,表面处理车间,E01,电力,20300.1815,kWh,0.6856,13917.8,6469.521,平方米,21.14,正常,MES,2024-05,消耗量插补
2025-08-22,W08,包装车间,E05,压缩空气,1408.494,m³,0.2809,381.41,11484.827,件,26.57,正常,MES,2025-08,消耗量插补
2024-06-30,W01,熔炼车间,E04,工业水,261.149,m³,4.0479,1012.99,264.492,吨,27.86,正常,MES,2024-06,消耗量插补
2025-09-30,W03,热处理车间,E02,天然气,7005.445,m³,3.5107,24594.02,103.513,吨,22.55,正常,MES,2025-09,费用重算
2024-11-22,W02,轧制车间,E02,天燃气,7267.295,m³,3.4966,25756.49,330.64,吨,5.23,正常,MES,2024-11,消耗量插补
2025-02-04,W02,轧制车间,E01,电力,35523.288,kWh,0.6813,24174.21,299.946,吨,1.87,正常,MES,2025-02,单价插补
2025-01-19,W03,热处理车间,E01,电力,27091.527,kWh,0.6822,18481.84,90.311,吨,-5.53,正常,MES,2025-01,费用重算
2025-06-06,W07,动力站,E01,电力,9741.595,kWh,0.67945,6692.63,590.845,吨蒸汽,31.22,正常,MES,2025-06,单价插补
2024-12-15,W07,动力站,E06,柴油,179.824,kg,7.6382,1373.53,495.913,吨蒸汽,-3.68,正常,MES,2024-12,负值取绝对值
2025-01-29,W05,表面处理车间,E01,电力,23340.817,kWh,0.6654,15530.98,406.285,平方米,-4.2,停产,MES,2025-01,消耗量插补
2025-01-19,W06,装配车间,E05,压缩空气,4002.881,m³,0.2856,1143.22,52.511,台,-5.53,低负荷,MES,2025-01,消耗量插补
2025-10-31,W08,包装车间,E05,压缩空气,1318.4435,m³,0.2801,369.3,10596.286,件,9.71,正常,MES,2025-10,消耗量插补
2025-11-08,W08,包装车间,E05,压缩空气,871.742,m³,0.2851,248.57,6949.439,件,2.48,低负荷,MES,2025-11,负值取绝对值
2025-06-25,W05,表面处理车间,E04,工业水,443.477,m³,4.1031,1817.43,7724.938,平方米,28.17,正常,MES,2025-06,单价插补
2025-02-08,W02,轧制车间,E04,工业水,182.86,m³,4.1413,757.28,317.944,吨,-4.03,正常,MES,2025-02,消耗量插补
2025-01-28,W08,包装车间,E01,电力,5805.0265,kWh,0.6668,3870.79,611.71,件,-6.53,停产,MES,2025-01,消耗量插补
2025-08-31,W05,表面处理车间,E01,电力,9311.505,kWh,0.679,6116.61,1519.496,平方米,31.27,低负荷,MES,2025-08,单价插补
2024-06-24,W05,表面处理车间,E02,天然气,706.817,m³,3.4395,2455.67,6905.235,平方米,21.03,正常,MES,2024-06,单价插补
2025-11-10,W03,热处理车间,E01,电力,26760.905,kWh,0.6802,18075.98,100.921,吨,-1.25,正常,MES,2025-11,单价插补
2025-11-05,W05,表面处理车间,E02,天然气,1036.152,m³,3.4636,3594.12,7786.636,平方米,7.06,正常,MES,2025-11,消耗量插补
2024-05-06,W06,装配车间,E01,电力,11211.0835,kWh,0.6797,7620.17,256.804,台,19.38,正常,MES,2024-05,消耗量插补
2025-11-08,W01,熔炼车间,E04,新水,250.519,m³,4.1046,1006.75,281.012,吨,2.48,正常,MES,2025-11,单价插补
2024-11-28,W06,装配车间,E05,压缩空气,4133.1404999999995,m³,0.2822,1156.73,267.837,台,4.32,正常,MES,2024-11,消耗量插补
2025-07-09,W07,动力站,E04,工业水,932.713,m³,4.2007,4062.1,458.163,吨蒸汽,34.53,正常,MES,2025-07,消耗量插补
2025-02-10,W06,装配车间,E05,压缩空气,4039.741,m³,0.2733,1147.29,281.748,台,-4.67,正常,MES,2025-02,消耗量插补
2025-10-13,W02,轧制车间,E04,工业水,184.7455,m³,4.1503,793.77,367.866,吨,11.58,正常,MES,2025-10,消耗量插补
2024-12-03,W03,热处理车间,E03,蒸汽,36.7075,t,221.8866,8144.9,94.494,吨,-5.14,正常,MES,2024-12,消耗量插补
2025-01-18,W04,机加工车间,E05,压缩空气,4053.24,m³,0.2807,1135.6,2299.873,件,-7.86,低负荷,MES,2025-01,单价插补
2025-06-23,W01,熔炼车间,E01,电,50028.404,kWh,0.67945,34045.31,283.678,吨,27.34,正常,MES,2025-06,单价插补
2025-03-07,W01,熔炼车间,E02,天然气,10636.113,m³,3.4462,36890.01,,吨,6.23,正常,MES,2025-03,单价插补
2025-01-12,W05,表面处理车间,E01,电力,23340.817,kWh,0.6606,15418.94,1286.777,平方米,-0.77,低负荷,MES,2025-01,消耗量插补
2024-12-08,W05,表面处理车间,E01,电力,8690.245,kWh,0.6776,5888.51,1370.255,平方米,3.88,低负荷,MES,2024-12,费用重算
2025-08-13,W08,包装车间,E05,压缩空气,1408.494,m³,0.2724,391.58,10808.713,件,29.17,正常,MES,2025-08,消耗量插补
2025-05-11,W02,轧制车间,E01,电力,35568.642,kWh,0.67965,24055.38,318.285,吨,19.69,正常,MES,2025-05,单价插补
2024-03-30,W01,熔炼车间,E02,天然气,10197.768,m³,3.437,35049.73,288.394,吨,5.84,正常,MES,2024-03,消耗量插补
2025-06-27,W08,包装车间,E05,压缩风,1411.103,m³,0.28075,397.39,11701.504,件,25.29,正常,MES,2025-06,单价插补
2025-12-02,W06,装配车间,E05,压缩空气,4235.5535,m³,0.266,1126.66,298.005,台,-0.43,正常,MES,2025-12,消耗量插补
2025-02-21,W06,装配车间,E01,电力,12232.967,kWh,0.6964,8612.63,284.016,台,-0.7,正常,MES,2025-02,消耗量插补
2024-10-16,W07,动力站,E02,天然气,15417.448,m³,3.4507,53200.99,560.735,吨蒸汽,15.27,正常,MES,2024-10,费用重算
2025-03-12,W02,轧制车间,E02,天然气,6803.343,m³,3.4462,23623.13,336.686,吨,3.76,正常,MES,2025-03,单价插补
2024-04-13,W05,表面处理车间,E04,工业水,409.7305,m³,4.0857,1674.04,4436.732,平方米,20.04,低负荷,MES,2024-04,消耗量插补
2025-04-25,W02,轧制车间,E01,电力,36371.16,kWh,0.6806,24172.64,339.608,吨,16.35,正常,MES,2025-04,单价插补
2024-04-15,W05,表面处理车间,E03,蒸汽,25.428,t,220.2287,5489.93,7028.937,平方米,15.74,正常,MES,2024-04,单价插补
2024-05-01,W08,包装车间,E01,电力,940.205,kWh,0.6872,646.11,582.219,件,19.25,停产,MES,2024-05,费用重算
2025-09-11,W03,热处理车间,E02,天然气,6794.95,m³,3.4454,23184.25,95.296,吨,22.79,正常,MES,2025-09,单价插补
2025-10-09,W04,机加工车间,E01,电力,16356.388,kWh,0.6984,11423.3,4720.537,件,13.63,正常,MES,2025-10,消耗量插补
2024-05-26,W02,轧制车间,E03,蒸汽,36.327,t,221.0392,8029.69,344.658,吨,22.7,正常,MES,2024-05,消耗量插补
2024-09-19,W05,表面处理车间,E04,工业水,436.365,m³,4.0977,1778.21,7077.255,平方米,15.51,正常,MES,2024-09,单价插补
2025-05-04,W06,装配车间,E05,压缩空气,837.367,m³,0.2792,233.83,17.448,台,22.87,停产,MES,2025-05,负值取绝对值
2024-04-16,W01,熔炼车间,E01,电力,40591.214,kWh,0.6686,27139.29,254.863,吨,17.95,正常,MES,2024-04,费用重算
2024-07-27,W08,包装车间,E05,压缩空气,963.082,m³,0.2795,273.96,6269.035,件,26.99,低负荷,MES,2024-07,单价插补
2024-05-14,W06,装配车间,E05,压缩空气,4416.559,m³,0.2793,1252.9,236.587,台,22.96,正常,MES,2024-05,单价插补
2024-07-24,W04,机加工车间,E01,电力,22651.336,kWh,0.6809,15305.76,4763.952,件,25.62,正常,MES,2024-07,单价插补
2024-07-06,W02,轧制车间,E04,工业水,179.014,m³,4.0845,731.18,328.62,吨,23.9,正常,MES,2024-07,消耗量插补
2025-10-13,W04,机加工车间,E05,压缩空气,5637.125,m³,0.2801,1571.15,4368.372,件,11.58,正常,MES,2025-10,单价插补
2024-08-28,W02,轧制车间,E04,工业水,163.699,m³,4.1444,678.43,328.217,吨,30.49,正常,MES,2024-08,负值取绝对值
2024-11-05,W01,熔炼车间,E04,工业水,263.893,m³,4.0964,1097.53,257.336,吨,9.4,正常,MES,2024-11,负值取绝对值
2025-06-09,W06,装配车间,E05,压缩空气,4502.697,m³,0.28075,1279.04,289.992,台,26.15,正常,MES,2025-06,单价插补
2025-10-29,W05,表面处理车间,E04,工业水,451.523,m³,4.1086,1879.47,7821.359,平方米,15.03,正常,MES,2025-10,单价插补
2025-07-30,W02,轧制车间,E03,蒸汽,39.328,t,214.8827,8450.91,328.627,吨,24.59,正常,MES,2025-07,费用重算
2025-01-08,W03,热处理车间,E03,蒸汽,36.729,t,223.5049,8079.71,101.132,吨,-6.83,正常,MES,2025-01,消耗量插补
2024-01-19,W03,热处理车间,E01,电力,28726.049,kWh,0.6803,19855.99,93.732,吨,0.35,正常,MES,2024-01,消耗量插补
2024-08-01,W04,机加工车间,E01,电力,21304.821,kWh,0.6758,14397.8,4358.094,件,26.58,正常,MES,2024-08,消耗量插补
2025-03-31,W04,机加工车间,E04,工业水,61.084,m³,4.2125,264.37,4493.864,件,10.82,正常,MES,2025-03,消耗量插补
2024-07-06,W03,热处理车间,E03,蒸汽,23.202,t,223.5935,5187.82,102.621,吨,23.9,正常,MES,2024-07,费用重算
2025-06-07,W01,熔炼车间,E05,压缩空气,3264.591,m³,0.28075,907.41,281.266,吨,24.76,正常,MES,2025-06,单价插补
2024-10-19,W06,装配车间,E05,压缩空气,3963.078,m³,0.2802,1110.45,172.026,台,15.47,低负荷,MES,2024-10,消耗量插补
2025-12-23,W02,轧制车间,E01,电力,43597.365,kWh,0.666,30141.07,322.748,吨,0.8,正常,MES,2025-12,消耗量插补
2025-05-14,W07,动力站,E01,电力,8791.068,kWh,0.67965,5944.33,582.12,吨蒸汽,19.25,正常,MES,2025-05,单价插补
2025-08-09,W08,包装车间,E01,电力,4086.906,kWh,0.679,2799.17,6604.66,件,30.16,低负荷,MES,2025-08,单价插补
2024-11-10,W04,机加工车间,E01,电力,6941.831,kWh,0.68035,4666.9,824.502,件,7.28,低负荷,MES,2024-11,单价插补
2025-09-04,W07,动力站,E06,柴油,182.246,kg,7.8935,1402.15,566.834,吨蒸汽,18.14,正常,MES,2025-09,消耗量插补
2024-12-07,W03,热处理车间,E03,蒸汽,36.642,t,216.1614,7920.59,89.459,吨,-1.02,正常,MES,2024-12,费用重算
2025-05-26,W08,包装车间,E05,压缩空气,1398.672,m³,0.2833,403.48,9900.438,件,19.87,正常,MES,2025-05,消耗量插补
2024-09-28,W06,装配车间,E01,电力,11932.78,kWh,0.6715,8012.86,163.1,台,23.63,低负荷,MES,2024-09,消耗量插补
2025-09-28,W07,动力站,E04,工业水,919.797,m³,4.1378,3774.86,560.325,吨蒸汽,19.24,正常,MES,2025-09,消耗量插补
2024-12-29,W02,轧制车间,E01,电力,42403.051,kWh,0.6887,28248.26,327.809,吨,0.05,正常,MES,2024-12,消耗量插补
2024-11-26,W06,装配车间,E01,电力,12988.104,kWh,0.68035,8929.11,281.741,台,5.67,正常,MES,2024-11,单价插补
2025-12-25,W03,热处理车间,E03,蒸汽,37.566,t,219.2779,8258.45,108.02,吨,-6.85,正常,MES,2025-12,单价插补
2025-06-13,W06,装配,E05,压缩空气,4424.914,m³,0.28075,1198.07,291.409,台,25.45,正常,MES,2025-06,单价插补
2025-06-08,W02,轧制车间,E03,蒸汽,33.587,t,219.5255,7413.56,353.575,吨,24.76,正常,MES,2025-06,单价插补
2025-03-15,W04,机加工车间,E05,压缩空气,5648.639999999999,m³,0.2783,1572.02,3005.844,件,3.85,低负荷,MES,2025-03,消耗量插补
2025-11-25,W02,轧制车间,E02,天然气,7220.343,m³,3.4288,25523.67,355.014,吨,2.72,正常,MES,2025-11,消耗量插补
2024-09-22,W08,包装车间,E01,电力,5361.0255,kWh,0.6697,3590.28,2131.052,件,21.9,低负荷,MES,2024-09,消耗量插补
2025-08-26,W02,轧制车间,E02,天然气,4786.149,m³,3.4375,16452.39,336.671,吨,28.08,正常,MES,2025-08,消耗量插补
2024-10-01,W02,轧制车间,E04,工业水,169.143,m³,4.1099,709.61,306.011,吨,15.24,正常,MES,2024-10,单价插补
2025-05-06,W07,动力站,E04,工业水,893.7909999999999,m³,4.0857,3489.71,571.385,吨蒸汽,23.52,正常,MES,2025-05,消耗量插补
2025-02-02,W02,轧制车间,E01,电力,41345.447,kWh,0.6813,28384.98,,吨,0.0,正常,MES,2025-02,单价插补
2024-08-06,W07,动力站,E06,柴油,179.3015,kg,7.9718,1429.36,532.793,吨蒸汽,27.53,正常,MES,2024-08,消耗量插补
2025-04-26,W02,轧制车间,E03,蒸汽,40.442,t,218.2579,8826.79,334.415,吨,16.49,正常,MES,2025-04,消耗量插补
2024-09-10,W06,装配车间,E01,电力,11870.909,kWh,0.6803,8112.75,248.915,台,22.81,正常,MES,2024-09,单价插补
2024-08-19,W06,装配车间,E05,压缩空气,4174.5975,m³,0.2809,1187.92,279.839,台,26.35,正常,MES,2024-08,消耗量插补
2025-05-20,W01,熔炼车间,E04,工业水,259.847,m³,4.0261,1004.44,277.674,吨,24.27,正常,MES,2025-05,消耗量插补
2024-06-25,W05,表面处理车间,E04,工业水,407.731,m³,4.0682,1726.05,7457.798,平方米,24.07,正常,MES,2024-06,消耗量插补
2025-08-16,W04,机加工车间,E05,压缩空气,3845.346,m³,0.2814,1082.08,2938.666,件,24.99,低负荷,MES,2025-08,费用重算
2024-08-06,W08,包装车间,E01,电力,6149.9745,kWh,0.6701,4199.52,9874.621,件,27.53,正常,MES,2024-08,消耗量插补
2024-05-13,W02,轧制车间,E03,蒸汽,36.327,t,212.7216,7727.54,347.538,吨,24.51,正常,MES,2024-05,消耗量插补
2024-05-22,W03,热处理车间,E03,蒸汽,24.237,t,219.69315,5365.45,104.043,吨,23.35,正常,MES,2024-05,单价插补
2024-08-03,W02,轧制车间,E03,蒸汽,36.154,t,219.9231,7826.31,315.932,吨,25.06,正常,MES,2024-08,单价插补
2024-05-06,W07,动力站,E04,工业水,1015.836,m³,4.0995,4012.68,566.95,吨蒸汽,19.38,正常,MES,2024-05,单价插补
2025-11-13,W02,轧制车间,E04,工业水,186.469,m³,4.1381,772.42,362.833,吨,6.36,正常,MES,2025-11,消耗量插补
2025-02-11,W03,热处理,E02,天然气,12109.827,m³,3.4493,40700.84,96.861,吨,-2.96,正常,MES,2025-02,单价插补
2024-03-19,W02,轧制车间,E03,蒸汽,44.003,t,219.3084,9899.0,321.814,吨,9.68,正常,MES,2024-03,单价插补
2025-06-24,W02,轧制车间,E02,天然气,4918.663500000001,m³,3.4363,16902.0,330.381,吨,26.14,正常,MES,2025-06,消耗量插补
2025-05-03,W02,轧制车间,E04,工业水,169.908,m³,4.1155,699.25,280.996,吨,19.93,正常,MES,2025-05,负值取绝对值
2025-01-24,W04,机加工车间,E04,工业水,59.303,m³,4.2009,249.12,4279.156,件,-7.8,正常,MES,2025-01,负值取绝对值
