record_date,workshop_code,workshop_name,energy_code,energy_name,consumption,unit,unit_price,cost,output_qty,output_unit,avg_temperature,record_status,data_source
2025-12-11,W03,热处理车间,E01,电力,30318.85,kWh,0.6762,20502.65,102.623,吨,-1.53,正常,MES
2025-05-20,W03,热处理车间,E03,蒸汽,27.361,t,220.657,6037.42,96.237,吨,24.27,正常,MES
2024-05-07,W07,动力站,E06,柴油,182.668,kg,7.8114,1426.9,600.705,吨蒸汽,22.57,正常,MES
2025-10-14,W02,轧制车间,E04,工业水,189.962,m3,4.112,781.13,328.025,吨,18.22,正常,MES
2024年06月18日,W01,熔炼车间,E01,电力,48183.441,kWh,0.6943,33454.1,282.932,吨,21.28,正常,MES
2024-01-22,W06,装配车间,E01,电力,13203.84,度,0.6602,8717.1,,台,-5.56,正常,MES
2025-09-02,W03,热处理车间,,电力,27877.061,kWh,0.6964,19412.98,111.283,吨,20.74,正常,MES
2024-05-12,W07,动力站,E02,天然气,14020.28,m³,3.4832,48835.34,426.565,吨蒸汽,17.68,正常,MES
2024-06-10,W05,表面处理车间,E01,电力,6829.982,kWh,0.6759,4616.19,430.936,平方米,28.09,停产,MES
2025-08-25,W03,热处理车间,E02,天然气,7269.46,m³,3.4727,25244.31,99.922,吨,26.53,正常,MES
2025.04.05,W03,热处理车间,E01,电力,22915.331,kWh,0.6764,15499.19,94.177,吨,18.67,正常,MES
2024-06-30,W06,装配车间,E05,压缩空气,1262.963,m3,0.2751,347.49,50.639,台,27.86,低负荷,MES
2025-11-06,W04,机加工车间,E05,压缩空气,5185.554,立方米,0.2805,1454.66,4382.415,件,7.52,正常,MES
2025-11-20,W05,表面处理车间,E01,电力,22363.911,kWh,0.6919,15474.41,7596.42,平方米,6.73,正常,MES
2025年09月15日,W02,轧制车间,E02,天然气,5026.019,m³,3.4482,17330.88,354.254,吨,28.25,正常,MES
2024-07-19 00:00:00,W02,轧制车间,E04,工业水,187.472,m³,4.0784,764.58,300.559,吨,29.56,正常,MES
2025-11-05,W03,热处理车间,E03,蒸汽,35.831,T,221.9719,7953.42,,吨,7.06,正常,MES
2024-04-09,W07,动力站,E02,天然气,15311.004,m³,3.4513,52842.86,557.923,吨蒸汽,19.33,正常,MES
2024-03-07,W07,动力站,E04,工业水,906.206,m³,4.1098,3724.37,535.858,吨蒸汽,6.41,正常,MES
2025-07-08,W05,表面处理车间,E04,新水,445.451,m³,4.1272,1838.49,7107.197,平方米,26.97,正常,MES
2025-11-06,W02,轧制车间,E02,天然气,7779.095,m³,3.3727,26236.48,327.186,吨,7.52,正常,MES
2024-02-05,W02,轧制车间,E01,电力,37559.713,kWh,0.6738,25308.92,312.965,吨,-0.96,正常,MES
2025-08-04,W07,动力站,E06,柴油,175.417,kg,7.7132,1353.02,578.751,吨蒸汽,26.21,正常,MES
2024.11.06,W06,装配车间,E01,电力,11826.049,kWh,0.6744,7975.04,266.244,台,2.24,正常,MES
2024-01-25,W05,表面处理车间,E03,蒸汽,32.344,t,218.9713,7082.46,7344.173,平方米,-2.04,正常,MES
2025-09-10,W03,热处理车间,E03,蒸汽,27.329,t,209.0107,5712.05,108.47,吨,19.98,正常,MES
2024年08月02日,W07,动力站,E06,柴油,184.772,kg,7.7717,1436.0,474.121,吨蒸汽,23.68,正常,MES
2025-03-19,W03,热处理车间,E02,天然气,10192.753,m³,3.4609,35276.54,96.3,吨,2.59,正常,MES
2024-03-21,W02,轧制车间,E04,工业水,178.101,m³,3.9866,710.01,323.346,吨,7.19,正常,MES
2024-07-17,W07,动力站,E02,天然气,11878.704,m³,3.4391,40851.54,522.182,吨蒸汽,30.58,正常,MES
2025-01-13,W07,动力站,E04,工业水,907.121,m³,4.1013,3720.38,548.94,吨蒸汽,-3.41,正常,MES
2024-02-26,W07,动力站,E04,工业水,915.882,m³,4.1426,3794.12,558.198,吨蒸汽,2.6,正常,MES
2024-12-23,W01,熔炼车间,E04,工业水,244.233,m³,4.0822,997.0,281.012,吨,-1.98,正常,MES
2024-03-25,W04,机加工车间,E04,工业水,59.484,m³,4.1472,246.69,3826.78,件,12.7,正常,MES
2024-05-04,W02,轧制车间,E03,蒸汽,34.687,t,215.0061,7457.99,272.695,吨,22.69,正常,MES
2024-03-04,W05,表面处理车间,E04,工业水,399.237,m³,4.0355,1611.13,6468.387,平方米,7.52,正常,MES
2025-11-01,W03,热处理车间,E01,电力度,27251.532,kWh,0.6766,18438.86,92.809,吨,6.24,正常,MES
2025-04-22,W02,轧制车间,E01,电力,36109.123,kWh,0.6643,23985.93,332.031,吨,9.86,正常,MES
2025-01-28,W07,动力站,E06,柴油,166.759,kg,7.8196,1304.0,497.518,吨蒸汽,-6.53,正常,MES
2024-02-22,W07,动力站,E04,工业水,946.788,m³,4.0032,3790.2,524.18,吨蒸汽,-3.11,正常,MES
2025-10-26,W04,机加工车间,E05,压缩空气,1983.593,m³,0.2794,554.26,953.27,件,12.79,低负荷,MES
2024/05/18,W01,熔炼车间,E01,电力,42639.663,kWh,0.6787,28939.91,257.195,吨,20.11,正常,MES
2025-04-21,W03,热处理车间,E02,天然气,8875.891,m³,3.4521,30640.84,99.183,吨,18.26,正常,MES
2024.11.29,W01,熔炼车间,E04,工业水,268.251,m³,4.0248,1079.66,242.504,吨,6.46,正常,MES
2025-11-18,W07,动力站,E02,天然气,18173.513,m³,3.4751,63154.14,597.864,吨蒸汽,9.62,正常,MES
2025-06-10,W04,机加工车间,E05,压缩空气,5509.109,m3,0.286,1575.55,4390.793,件,27.6,正常,MES
2024-04-23,W06,装配车间,E01,电力,11167.822,kWh,0.6696,7478.11,274.391,台,17.86,正常,MES
2025-08-10,W06,装配车间,E01,电力,5000.181,kWh,0.6839,3419.76,53.352,台,28.53,低负荷,MES
2024-10-09,W07,动力站,E06,柴油,184.747,kg,7.9235,1463.85,508.679,吨蒸汽,16.68,正常,MES
2024-03-27,W04,机加工车间,E04,工业水,58.217,m³,4.1775,277.67,4198.568,件,12.87,正常,MES
2024-05-15,W08,包装车间,E05,压缩空气,1473.223,m³,0.2785,410.33,10064.142,件,20.98,正常,MES
2024-09-06,W02,轧制车间,E03,蒸汽,39.801,t,223.8336,8908.81,330.331,吨,23.41,正常,MES
2024-01-15,W07,动力站,E04,工业水,915.234,m³,4.1582,3805.74,516.447,吨蒸汽,-5.32,正常,MES
2024-10-14,W05,表面处理车间,E04,工业水,404.206,m³,4.089,1652.81,7407.82,平方米,15.77,正常,MES
2025-12-23,W07,动力站,E02,天然气,22332.587,m³,3.4925,77997.07,575.79,吨蒸汽,0.8,正常,MES
2025-10-22,W05,表面处理车间,E03,蒸汽,,t,219.7475,5705.58,7071.388,平方米,16.31,正常,MES
2024-04-12,W01,熔炼车间,E02,天然气,9033.98,m³,3.5076,31687.28,256.469,吨,14.04,正常,MES
2025-04-24,W08,包装车间,E05,压缩空气,1394.414,m³,0.2697,376.04,10607.459,件,14.79,正常,MES
2025-10-05,W07,动力站,E04,工业水,871.158,m³,3.9261,3420.25,480.384,吨蒸汽,13.25,正常,MES
2024-04-26,W01,熔炼车间,E01,电力,41697.28,kWh,0.6834,28495.81,238.937,吨,13.09,正常,MES
2025-08-26,W05,表面处理车间,E02,天然气,705.79,m³,3.5044,2473.37,7736.414,平方米,28.08,正常,MES
2025-10-13 00:00:00,W05,表面处理车间,E03,蒸汽,24.807,吨,219.7511,5451.45,7752.729,平方米,11.58,正常,MES
2024-05-21,W04,机加工车间,E05,压缩空气,5323.411,m³,0.2812,1496.98,4194.789,件,20.43,正常,MES
2025-07-01,W03,热处理车间,E02,天然气,7272.968,m³,3.4458,25060.88,108.358,吨,31.09,正常,MES
2025-10-23,W02,轧制车间,E04,工业水,190.729,m³,4.0609,774.54,362.536,吨,18.93,正常,MES
2024年02月17日,W01,熔炼车间,E05,压缩空气,3052.203,m³,0.2768,844.75,226.318,吨,-0.14,正常,MES
2025-12-11,W07,动力站,E02,天然气,21931.996,m³,3.3519,73514.92,630.546,吨蒸汽,-1.53,正常,MES
2024-09-23,W08,包装车间,E01,电力,5253.058,kWh,0.6709,3524.19,9848.197,件,22.45,正常,MES
2025-08-04,W05,表处车间,E03,蒸汽,22.704,t,,4992.29,7689.696,平方米,26.21,正常,MES
2024-08-02,W06,装配车间,E05,压缩空气,4378.014,立方米,0.2714,1188.24,283.223,台,23.68,正常,MES
2025-09-09,W08,包装车间,E01,电力,6042.507,KWH,0.6917,4179.67,10677.798,件,24.21,正常,MES
2025-09-20,W03,热处理车间,E02,天然气,7973.448,m³,3.5512,28314.98,94.477,吨,20.95,正常,MES
2025-05-25,W02,轧制,E03,蒸汽,35.222,t,212.0294,7468.0,310.494,吨,24.55,正常,MES
2025-07-27,W02,轧制车间,E04,工业水,172.096,m³,3.9477,679.39,335.547,吨,28.95,正常,MES
2025/12/07,W04,机加工车间,E05,压缩空气,2014.388,m³,0.2769,557.87,876.099,件,-5.41,低负荷,MES
2024-11-23,W08,包装车间,E05,压缩空气,950.524,m³,0.2822,268.23,6272.008,件,4.56,低负荷,MES
2024-01-29,W03,热处理车间,E02,天然气,12092.741,m³,3.4855,42149.53,104.455,吨,-7.36,正常,MES
2024-07-23,W05,表面处理车间,,电力,29434.897,kWh,0.6813,20055.06,6802.835,平方米,27.46,正常,MES
2025-01-16,W07,动力站,E06,柴油,176.607,kg,7.6746,1355.39,574.85,吨蒸汽,1.26,正常,MES
2024-03-14,W07,动力站,E04,工业水,867.361,m³,4.0763,3535.63,514.662,吨蒸汽,6.04,正常,MES
2025-12-15,W03,热处理车间,E02,天然气,11396.476,m3,0.0,40705.27,113.254,吨,-2.22,正常,MES
2025-03-20,W03,热处理车间,E03,蒸汽,31.611,t,224.2668,7089.2,101.334,吨,9.54,正常,MES
2025-03-17,W01,熔炼车间,E01,电力,43858.738,kWh,0.6825,29932.79,294.296,吨,1.64,正常,MES
2025-09-29,W07,动力站,E06,柴油 ,180.191,kg,7.8651,1417.22,543.614,吨蒸汽,18.09,正常,MES
2024-05-12,W08,包装,E01,电力,1547.006,kWh,0.6785,1049.58,1934.986,件,17.68,低负荷,MES
2024-03-09,W05,表面处理车间,E01,电力,14646.931,kWh,,10081.64,4486.747,平方米,6.27,低负荷,MES
2024-05-26,W05,表面处理车间,E02,天然气,299.201,m³,3.4838,1042.36,1380.411,平方米,22.7,低负荷,MES
2024.09.05,W02,轧制车间,E01,电力,36488.021,kWh,0.6682,24379.82,341.833,吨,20.02,正常,MES
2025-09-29,W01,熔炼,E05,压缩空气,3359.382,m³,0.2842,954.67,272.183,吨,18.09,正常,MES
2024-03-16,W05,表面处理车间,E02,天然气,687.856,m³,3.35,2304.31,3724.737,平方米,4.18,低负荷,MES
2025-05-27,W07,动力站,E02,天然气 ,13385.871,m³,3.4236,45827.87,598.746,吨蒸汽,19.45,正常,MES
2024-05-09,W01,熔炼车间,E01,电力,38994.463,kWh,0.6897,26892.8,245.945,吨,20.77,正常,MES
2025-05-29,W07,动力站,E01,电力,7717.034,kWh,0.6956,5367.64,477.336,吨蒸汽,19.96,正常,MES
2024-04-29,W06,装配车间,E05,压缩空气,4052.51,m³,0.2817,1141.78,281.338,台,16.95,正常,MES
2025-01-17,W06,装配,E05,压缩空气,4348.283,m³,0.2819,1225.65,266.759,台,-7.45,正常,MES
2024-01-23,W02,轧制车间,E04,工业水,199.768,m³,4.0015,799.37,294.376,吨,-3.47,正常,MES
2025-01-21,W06,装配车间,E01,电力,11728.041,kWh,0.6697,7854.82,268.964,台,-5.45,正常,MES
2025年05月21日,W06,装配车间,E01,电力,12106.264,kWh,0.6891,8342.83,273.192,台,19.94,正常,MES
2024-08-24,W01,熔炼车间,E04,工业水,249.722,m³,4.0843,1019.94,280.613,吨,24.72,正常,MES
2024-11-12,W06,装配车间,E05,压缩空气,4303.41,m³,0.2825,1215.69,285.068,台,3.54,正常,MES
2025-12-12,W01,熔炼车间,E04,工业水,281.408,吨,4.0797,1148.05,300.142,吨,-1.45,正常,MES
2024-07-05,W07,动力站,E02,天燃气,12224.122,立方米,3.5025,42815.44,518.487,吨蒸汽,28.72,正常,MES
2025-02-10,W07,动力站,E02,天然气,22439.615,m³,3.4839,78176.27,518.174,吨蒸汽,-4.67,正常,MES
2024-06-27,W04,机加工车间,E01,电力,21230.915,kWh,0.6833,14507.46,3755.975,件,25.05,正常,MES
2025-06-28,W05,表面处理车间,E01,电力,17945.502,度,0.6897,12377.0,4394.304,平方米,20.94,低负荷,MES
2025-01-30,W04,机加工车间,E01,电力,4372.821,kWh,0.6861,3000.24,259.588,件,-2.61,停产,MES
2024-10-13,W05,表面处理车间,E04,工业水,159.77,m³,4.0665,649.71,1277.325,平方米,16.61,低负荷,MES
2025-07-28,W05,表面处理车间,E04,工业水,411.015,m³,4.0929,1682.26,7040.779,平方米,27.98,正常,MES
2025-06-10,W03,热处理车间,E02,天然气,7202.564,m³,3.4627,24940.06,103.064,吨,27.6,正常,MES
2024-04-12,W05,表面处理车间,E02,天然气,858.142,m³,3.43,2943.43,6419.516,平方米,14.04,正常,MES
2024-10-21,W07,动力站,E04,工业水,948.245,m³,4.0732,3862.42,540.707,吨蒸汽,11.69,正常,MES
2025-06-28,W02,轧制车间,E04,新水,185.972,m³,4.1138,765.04,305.587,吨,20.94,正常,MES
2024-09-20,W07,动力站,E02,天然气,12896.775,m³,3.5095,45260.92,578.519,吨蒸汽,27.65,正常,MES
2025-10-29,W02,轧制车间,E01,电力,36387.454,kWh,0.6757,24588.31,367.461,吨,15.03,正常,MES
2024-06-12,W07,动力站,E02,天然气,13160.811,m³,3.4494,45397.47,533.99,吨蒸汽,27.81,正常,MES
2024-11-27,W07,动力站,E01,电力,,kWh,0.6908,6327.33,546.19,吨蒸汽,5.26,正常,MES
2025-11-06,W05,表面处理车间,E01,电力,24308.438,kWh,0.7001,17017.7,8145.602,平方米,7.52,正常,MES
2025-07-05,W06,装配车间,E01,电力,10015.454,kWh,0.6862,6872.55,168.434,台,25.11,低负荷,MES
2024/03/30,W02,轧制车间,E03,蒸汽,45.239,t,218.3805,9879.26,318.244,吨,5.84,正常,MES
2024-04-16,W01,熔炼,E05,压缩空气,3239.776,m³,0.2812,910.89,254.863,吨,17.95,正常,MES
2025-11-09,W05,表面处理车间,E01,电力,9379.805,kWh,0.6801,6379.35,1556.1,平方米,9.48,低负荷,MES
2024-05-07,W04,机加工车间,E01,电力度,19353.973,kWh,0.6743,13049.96,4802.173,件,22.57,正常,MES
2024-05-07,W08,包装车间,E01,电力,5509.57,kWh,0.6842,3769.39,10171.17,件,22.57,正常,MES
2024-10-06,W04,机加工车间,E01,电力,4131.268,kWh,0.6852,2830.57,249.238,件,12.58,停产,MES
2025-08-27,W07,动力站,E04,工业水,869.488,m³,4.0936,3559.35,520.295,吨蒸汽,22.97,正常,MES
2025-05-02,W01,熔炼车间,E02,天然气,7288.993,m³,3.5384,25791.46,251.286,吨,17.58,正常,MES
2025.04.06,W07,动力站,E04,工业水,886.903,m³,4.0924,3629.52,462.589,吨蒸汽,14.26,正常,MES
2025-02-22,W07,动力站,E02,天然气,22890.633,m³,3.4774,79598.98,539.539,吨蒸汽,5.06,正常,MES
2024-02-15,W01,熔炼车间,E05,压缩空气,3002.204,m³,0.2844,853.74,214.105,吨,5.54,正常,MES
2024-03-19,W03,热处理车间,E01,电力,27305.876,kWh,0.6805,18580.76,98.492,吨,9.68,正常,MES
2025-09-27,W04,机加工车间,E05,压缩空气,3920.66,m³,0.2787,1092.69,2849.011,件,22.54,低负荷,MES
2024-05-13,W08,包装车间,E05,压缩空气,1520.522,m³,0.2837,431.31,9913.641,件,24.51,正常,MES
2025-04-01,W02,轧制车间,E04,工业水,192.327,m3,4.1467,797.53,325.308,吨,16.43,正常,MES
2025-07-12,W07,动力站,E02,天然气,12122.898,m³,3.4361,41655.93,538.173,吨蒸汽,28.07,正常,MES
2025-06-06,W02,轧制车间,E02,天然气,5452.872,m³,3.4414,18765.58,362.821,吨,31.22,正常,MES
2025-06-18,W06,装配车间,E01,电力,12814.397,kWh,0.6706,8593.44,283.761,台,25.11,正常,MES
2025-07-27,W04,机加工车间,E01,电力,7796.141,kWh,0.6771,5278.92,881.475,件,28.95,低负荷,MES
2025-09-14,W01,熔炼车间,E05,压缩空气,3151.219,m³,0.2709,853.54,260.454,吨,20.44,正常,MES
2024-01-16,W08,包装车间,E01,电力,5611.679,kWh,0.6869,3854.52,10153.946,件,-3.47,正常,MES
2025-02-17,W05,表面处理车间,E01,电力,23090.719,kWh,0.6677,15417.45,6477.607,平方米,-2.01,正常,MES
2025-07-28,W03,热处理车间,E01,电力,33077.12,KWH,0.6676,22081.9,103.773,吨,27.98,正常,MES
2024-07-12,W07,动力站,E02,天然气,11950.51,m³,3.4761,41541.71,554.437,吨蒸汽,29.83,正常,MES
2025-06-15,W01,熔炼车间,E05,压缩空气,3017.873,m³,0.2815,849.62,253.286,吨,24.21,正常,MES
2024-08-15,W06,装配车间,E05,压缩空气,4145.71,m³,0.2745,1138.16,297.226,台,26.52,正常,MES
2025-05-13,W07,动力站,E04,工业水,1008.367,m³,4.0204,4054.05,605.704,吨蒸汽,21.69,正常,MES
2025-10-24,W01,熔炼车间,E01,电力,39832.008,kWh,0.6817,27153.55,247.997,吨,14.23,正常,MES
2024-12-23,W05,表面处理车间,E01,电力,24415.786,kWh,0.6664,16270.93,6481.315,平方米,-1.98,正常,MES
2024-12-12,W06,装配车间,E05,压缩空气,4438.93,m³,0.2843,1262.07,269.69,台,-1.8,正常,MES
2025-08-31,W04,机加工车间,E05,压缩空气,1971.397,m³,0.2743,540.73,1016.733,件,31.27,低负荷,MES
2025-06-17,W06,装配车间,,压缩空气,4361.796,m³,0.2748,1198.48,283.454,台,24.64,正常,MES
2024/04/30,W08,包装车间,E05,压缩空气,1348.682,立方米,0.2801,377.73,10142.383,件,14.46,正常,MES
2024-02-25,W01,熔炼车间,E05,压缩空气,2950.552,m³,0.2834,836.24,224.843,吨,0.04,正常,MES
2025/10/07,W02,轧制车间,E04,工业水,176.372,m³,4.1701,735.5,327.868,吨,14.72,正常,MES
2024-09-30,W06,装配车间,E01,电,12619.383,kWh,0.6889,8692.99,297.646,台,22.21,正常,MES
2025-07-10,W06,装配车间,E01,电力,14798.602,kWh,0.6924,10246.32,277.747,台,25.56,正常,MES
2025-05-17,W01,熔炼车间,E01,电力,40502.061,kWh,0.6841,27707.67,268.093,吨,19.14,正常,MES
2024-11-22,W07,动力站,E06,柴油,181.664,kg,7.6753,1394.32,516.554,吨蒸汽,5.23,正常,MES
2025-06-10,W07,动力站,E06,柴油,186.787,kg,7.9005,1475.7,557.578,吨蒸汽,27.6,正常,MES
2025-09-16,W08,包装车间,E05,压缩空气,1464.649,m³,0.2843,416.44,,件,19.99,正常,MES
2024-03-31,W05,表面处理车间,E04,工业水 ,147.52,m³,4.0952,604.12,1454.059,平方米,7.04,低负荷,MES
2025-08-30,W04,机加工车间,E05,压缩空气,4095.184,m³,0.2744,1123.69,2866.399,件,26.36,低负荷,MES
2024-03-05,W03,热处理车间,E03,蒸汽,29.267,t,217.6439,6369.85,101.796,吨,7.97,正常,MES
2025-10-21,W07,动力站,E02,天然气,16843.425,m³,3.5258,59386.67,554.792,吨蒸汽,8.05,正常,MES
2024-10-15,W05,表面处理车间,E04,工业水,470.63,m³,4.1037,1931.35,6720.896,平方米,13.41,正常,MES
2024-09-04,W05,表面处理车间,E02,天然气,785.768,m³,3.4822,2736.2,6863.836,平方米,21.42,正常,MES
2025-12-25,W05,表面处理车间,E02,天然气,1222.475,m³,3.3746,4125.38,7459.098,平方米,-6.85,正常,MES
2024-07-19,W03,热处理车间,E02,天然气,6751.531,m³,3.5097,23695.8,90.467,吨,29.56,正常,MES
2024/11/12,W08,包装车间,E01,电力,5562.972,kWh,0.6763,3762.05,10734.457,件,3.54,正常,MES
2025-02-26,W02,轧制车间,E01,电力,42641.336,kWh,0.6878,29330.79,336.206,吨,-2.87,正常,MES
2024年03月13日,W02,轧制车间,E02,天然气,6424.637,m³,3.5201,22615.41,320.177,吨,1.78,正常,MES
2025-05-31,W04,机加工车间,E04,工业水,13.561,m³,4.0084,54.36,293.419,件,22.31,停产,MES
2025-08-01,W07,动力站,E02,天然气,12130.32,立方米,3.3858,41071.11,543.478,吨蒸汽,27.06,正常,MES
2024-06-06 00:00:00,W04,机加工车间,E05,压缩空气 ,5647.569,m³,0.2763,1560.15,4345.517,件,26.89,正常,MES
2024-06-24,W01,熔炼车间,E04,工业水,258.408,m³,3.9952,1032.4,247.843,吨,21.03,正常,MES
2025-06-22,W01,熔炼车间,E04,工业水,237.872,m³,,979.07,253.974,吨,26.38,正常,MES
2024-03-09,W04,机加工车间,E05,压缩空气,3757.413,m³,0.2821,1059.88,2560.152,件,6.27,低负荷,MES
2024-10-13,W07,动力站,E06,柴油,176.301,KG,7.6321,1345.55,505.143,吨蒸汽,16.61,正常,MES
2025/01/10,W08,包装车间,E01,电力,6772.656,kWh,0.6813,4614.48,10547.858,件,-5.16,正常,MES
2024-08-06,W05,表面处理车间,E01,电力,23022.33,kWh,0.6862,15798.01,6752.889,平方米,27.53,正常,MES
2025-12-26,W06,装配车间,E05,压缩空气,4364.239,m³,0.2848,1242.93,295.297,台,-2.76,正常,MES
2025-08-02,W05,表面处理车间,E04,工业水,305.073,m³,4.012,1223.94,4501.149,平方米,25.78,低负荷,MES
2024-06-24,W07,动力站 ,E04,工业水,826.803,m³,4.1574,3437.38,491.154,吨蒸汽,21.03,正常,MES
2024-03-11,W07,动力站,E02,天然气,18255.148,m³,3.4612,63185.09,525.937,吨蒸汽,4.06,正常,MES
2025-05-20,W02,轧制车间,E03,蒸汽,35.825,t,221.0402,7918.85,345.775,吨,24.27,正常,MES
2024-10-24,W04,机加工车间,E05,压缩空气,5939.518,m³,0.2837,1684.93,4583.737,件,13.6,正常,MES
2025-05-24,W03,热处理车间,E01,电力,25175.649,kWh,0.7036,17712.35,95.385,吨,19.83,正常,MES
2024/08/28,W03,热处理车间,E02,天然气,7067.664,m³,3.4424,24329.82,106.318,吨,30.49,正常,MES
2025-06-05,W04,机加工车间,E01,电力,20990.102,kWh,0.6692,14046.89,4479.262,件,23.51,正常,MES
2025-07-23,W07,动力站,E06,柴油,188.68,kg,7.7136,1455.4,554.279,吨蒸汽,25.56,正常,MES
2025-01-25,W07,动力站,E02,天然气,25784.626,m³,3.5774,92241.59,518.747,吨蒸汽,-7.31,正常,MES
2025-10-01,W06,装配车间,E05,压缩空气,836.609,m³,0.2787,233.14,16.206,台,9.97,停产,MES
2025-12-09,W07,动力站,E04,工业水,912.936,m³,4.1865,3822.0,591.871,吨蒸汽,-3.52,正常,MES
2024.06.10,W05,表面处理车间,E02,天然气,180.208,m³,3.4713,625.56,430.936,平方米,28.09,停产,MES
2025-06-29,W07,动力站,E02,天然气,12017.506,m³,3.4413,41355.25,551.37,吨蒸汽,27.59,正常,MES
2025-06-07,W08,包装车间,E01,电,4071.355,kWh,0.6744,2745.54,5979.964,件,24.76,低负荷,MES
2025-12-11,W03,热处理车间,E02,天然气,12897.893,m³,3.4662,44707.04,102.623,吨,-1.53,正常,MES
2025-12-10,W07,动力站,E01,电力,9563.4,kWh,0.6685,6393.18,516.026,吨蒸汽,-6.21,正常,MES
2024-10-09,W06,装配车间,E01,电力,12135.488,kWh,0.6814,8268.99,294.435,台,16.68,正常,MES
2025-08-25 00:00:00,W08,包装车间,E01,电力,7070.262,kWh,0.6937,4904.52,10112.792,件,26.53,正常,MES
2025-11-12,W02,轧制车间,,电力,38787.777,kWh,0.694,26919.79,330.323,吨,8.54,正常,MES
2025-08-21,W05,表面处理车间,E02,天然气,714.486,m³,3.4667,2476.9,7617.582,平方米,27.3,正常,MES
2025-07-06,W05,表面处理车间,E02,天然气,265.526,m³,3.4827,924.75,1344.992,平方米,20.2,低负荷,MES
2024-09-01,W08,包装车间,E05,压缩空气,400.193,m³,0.2821,112.89,2048.581,件,19.93,低负荷,MES
2025-10-16,W02,轧制车间,E04,工业水,195.967,m³,4.2022,823.5,371.413,吨,16.35,正常,MES
2025-07-28,W06,装配车间,E05,压缩空气,4488.562,m³,0.2819,1265.28,289.202,台,27.98,正常,MES
2025-06-28,W05,表面处理车间,E03,蒸汽,14.051,t,222.9816,3133.04,4394.304,平方米,20.94,低负荷,MES
2024-02-26,W07,动力站,E01,电力,9131.901,kWh,0.6733,6148.89,558.198,吨蒸汽,2.6,正常,MES
2024-08-01,W07,动力站,E06,柴油,174.487,kg,7.8542,1370.46,598.754,吨蒸汽,26.58,正常,MES
2024-04-11,W01,熔炼车间,E05,压缩空气,3052.113,m³,0.2789,851.29,251.935,吨,15.92,正常,MES
2025-07-03,W06,装配车间,,电力,14544.986,kWh,0.6889,10020.01,270.412,台,26.83,正常,MES
2024-06-23,W07,动力站,E04,工业水,816.915,m³,4.1269,3371.34,476.022,吨蒸汽,26.31,正常,MES
2025-11-04,W06,装配车间,E01,电力,12521.032,kWh,0.682,8539.09,269.438,台,6.93,正常,MES
2025-05-04,W07,动力车间,E02,天然气,12203.047,m³,3.427,41819.63,493.773,吨蒸汽,22.87,正常,MES
2024-03-20,W08,包装车间,E01,电力,5266.502,kWh,0.6678,3516.79,9629.188,件,10.47,正常,MES
2025-10-12,W05,表面处理车间,E02,天然气,326.706,m³,3.4617,1130.95,1659.844,平方米,16.11,低负荷,MES
2025-01-31 00:00:00,W02,轧制车间,E02,天然气,7841.37,m³,3.3273,26090.9,330.47,吨,-2.16,正常,MES
2024-06-12,W08,包装车间,E01,电力,5871.727,kWh,0.6746,3960.97,10082.624,件,27.81,正常,MES
2025-05-18,W05,表面处理车间,E04,工业水,153.576,m³,4.0737,625.62,1377.092,平方米,21.35,低负荷,MES
2025.09.09,W04,机加工车间,E04,工业水,57.024,m³,4.0747,232.36,4580.127,件,24.21,正常,MES
2025-08-12,W03,热处理车间,E01,电力,31368.802,kWh,0.6953,21809.38,96.11,吨,25.67,正常,MES
2024/05/01,W04,机加工车间,E04,工业水 ,14.507,m³,4.1117,59.65,267.787,件,19.25,停产,MES
2024-05-19,W01,熔炼车间,E04,工业水,236.136,m³,4.0081,946.45,257.937,吨,18.23,正常,MES
2024-09-11,W04,机加工车间,E04,工业水,64.889,m³,4.1216,267.45,4261.455,件,19.63,正常,MES
2025-01-22,W08,包装车间,E01,电力,5769.085,kWh,0.695,4009.5,9610.428,件,-11.0,正常,MES
2024-09-23,W07,动力站,,电力,9049.103,kWh,0.7048,6377.53,546.887,吨蒸汽,22.45,正常,MES
2024-01-10,W04,机加工车间,,工业水,63.13,m³,4.0552,256.01,4279.848,件,-4.15,正常,MES
2025-07-18,W02,轧制车间,E02,天然气,4449.168,m³,3.4602,15395.01,345.197,吨,20.03,正常,MES
2025.07.20,W03,热处理车间,E03,蒸汽,22.003,t,216.8002,5665.14,93.338,吨,26.04,正常,MES
2024-02-05,W05,表面处理车间,E01,外购电,22922.382,KWH,0.6874,15757.7,6509.688,平方米,-0.96,正常,MES
2024-07-30,W05,表面处理车间,E02,天然气,665.663,m³,3.4468,2294.37,7009.943,平方米,34.45,正常,MES
2025-05-19,W01,熔炼车间,E05,压缩空气,3453.235,m³,0.2795,965.12,271.359,吨,16.72,正常,MES
2025-08-18,W04,机加工车间,E04,工业水,62.119,m³,4.0535,251.8,4465.786,件,28.3,正常,MES
2025-07-11,W02,轧制车间,E04,工业水,183.046,m³,4.0687,744.76,354.411,吨,28.03,正常,MES
2025-07-13,W04,机加工车间,E05,压缩空气,2031.039,m³,0.2736,555.73,859.11,件,26.73,低负荷,MES
2025-07-17,W06,装配车间,E05,压缩风,4149.377,m³,0.2788,1156.94,294.469,台,25.33,正常,MES
2024-08-25,W04,机加工车间,E05,压缩空气,1889.825,m³,0.2857,540.01,911.14,件,27.88,低负荷,MES
